English,Hindi
instantaneous volume,तात्क्षणिक आयतन
integer,"पूर्ण संख्या, पूर्णांक"
integer linear programming,पूर्णांक रैखिक प्रोग्रामन
integrability,समाकलनीयता
integrable,समाकलनीय
integrable differential equation,समाकलनीय अवकल समीकरण
integrable equation,समाकलनीय समीकरण
integrable function,समाकलनीय फलन
integral," समाकल , पूर्णांकीय"
integral calculus,"समाकलन-गणित, इंटीग्रल कैलकुलस"
integral curve,समाकल वक्र
integral domain,पूर्णींकीय प्रांत
integral equation,समाकल समीकरण
integral number,"पूर्ण संख्या, पूर्णांक"
integral of the first kind,प्रथम प्रकार का समाकल
integral representation,समाकल निरूपण
integral sign,समाकल चिह्न
integrate,समाकलन करना
integrated absorption coefficient,समाकलित अवशोषण गुणांक
integrating factor,समाकलन गुणक
integration,समाकलन
integration by differentiation,अवकलन दूवारा समाकलन
integration by parts,खंडशः समाकलन
integration by rationalisation,परिमेयकरण दूवारा समाकलन
integration by substitution,प्रतिस्थापन दूवारा समाकलन
integration by successive reduction,उत्तरोत्तर समानयन दूवारा समाकलन
integration by series,श्रेणीबद्ध समाकलन
integration of vector,सदिश का समाकलन
integration over a closed surface,संवृत पृष्ठ पर समाकलन
integrator,समाकलक
integrator component,समाकलक घटक
integro - differential equation,समाकल-अवकल समीकरण
intercept," अंतः खंड , अपरोधन"
interchangable operation,विनिमेय संक्रिया
interchange,"विनिमेय, व्यतिहार"
interclass correlation,अंतर्वर्ग सहसंबंध
inter correlation,परस्पर सहसंबंध
inter correlation coefficient,परस्पर सहसंबंध गुणांक
interdependency,"परस्पर निर्भरता, अन्योन्याश्रय"
interdependent,अन्योन्याश्रित
interest,ब्याज
interface,"अंतरपृष्ठ, पार्थक्य पृष्ठ"
interfacial angle,अंतरफलक कोण
integrand,समाकल्य
integrated,समाकलित
interior,"अभ्यंतर, अंतरंग, अंतः (सं.), अंतर्गूढ़, आंतरिक,अंतःस्थ (वि.)"
interior angle,अंतः कोण
interior area,अंतः क्षेत्र
interior domain,अंतः प्रांत
interior element,आंतरिक अवयव
interior of a set,समुच्चय का अभ्यंतर
interior opposite angle,अभिमुख अंतः कोण
interior planet,अंतर्गह
interior point,आंतरिक बिंदु
intermediate,"मध्यवर्ती, माध्यमिक, मध्य, मध्यक"
intermediate point,मध्यवर्ती बिंदु
intermediate value theorem,मध्यवर्ती मान प्रमेय
internal bisector,आंतरिक द्‌विभाजक
interpolation,अंतर्वेशन
interpolation formula,अंतर्वेशन-सूत्र
intersecting,प्रतिच्छेदी
intersecting curves,प्रतिच्छेदी वक्र
intersecting lines,प्रतिच्छेदी रेखाएँ
intersection," प्रतिच्छेदन, प्रतिच्छेद , सर्वनिष्ठ"
intersection curve,प्रतिच्छेद वक्र
intersection of curves,वक्रों का प्रतिच्छेद
intersection of sets,समुच्चयों का सर्वनिष्ठ
interval,"अंतराल, अंतर"
interval estimate,अंतराल आकल
inteval estimation,अंतराल आकलन
interval mid-point,अंतराल मध्य बिंदु
intra-block effect,"खंडांतर्गत प्रभाव, अंतः खंड प्रभाव"
intraclass correlation,अंतरावर्ग सहसंबंध
invariance,निश्चरता
invariant,निश्चर
invariant system,निश्चर तंत्र
inventory,तालिका
inventory allocation,तालिका नियतन
inventory control,तालिका नियंत्रण
inventory control model,तालिका नियंत्रण निदर्श
inventory control system,तालिका नियंत्रण प्रणाली
inventory cycle,तालिका चक्र
inventory holding cost,तालिका धारण लागत
inventory point,तालिका बिंदु
inventory policy,तालिका नीति
inventory situation,तालिका  स्थिति
inverse,"प्रतित्रोम, व्युत्क्रम, विपरीत"
inverse correlation,प्रतिलोम सहसंबंध
inverse function,प्रतिलोम फलन
inverse hyperbolic function,प्रति लोम अतिपरवलयिक फलन
inversely proportional,व्युत्क्रमानुपाती
inverse mapping,व्युत्क्रम प्रतिचित्र ण
inverse number,व्युत्क्रम संख्या
inverse of a matrix,व्युत्क्रम आव्यूह
inverse permutation,प्रतिलोम क्रमचय
inverse proportion,व्युत्क्रमानुपात
inverse trigonometrical function,प्रतिलोम त्रिकोणमितीय फलन
inversion formula,प्रतिलोमन-सूत्र
inversion of order,क्रम का प्रति लोमन
invertible matrix,व्युत्क्रमणीय आव्यूह
invertible transformation,व्युत्क्रमणीय रूपांतरण
irrational,अपरिमेय
irrational equation,अपरिमेय समीकरण
irrational expression,अपरिमेय व्यंजक
irrational number,अपरिमेय संख्या
irrational root,अपरिमेय मूल
irreducible," अखंडनीय , अलघुकरणीय , असमानेय"
irrotational vector,अघूर्णी सदिश
irrotational vector function,अघूर्णी सदिश फलन
irrotational velocity,अघूर्णी वेग
isogonal,तुल्यकोणी (वि.) समदिक्पा ती रेखा (सं)
isokurtosis,समककुदता
isolated essential singularity,वियुक्त अनिवार्य विचित्रता
isolated point,वियुक्त बिंदु
isometric,"समदूरीक, त्रिसमलंबाक्ष, घनीय, आइसोमेट्रिक"
isosceles configuration,समद्विबाहु विन्यास
iterated integral,पुनरावृत्त समाकल
iterated interpolation,पुनरावृत्त अंतर्वेशन
iteration,पुनरावृत्ति
iteration formula,पुनरावृत्ति सूत्र
iterative integration formula,पुनरावर्ती समाकलन सूत्र
iterative procedure,पुनरावर्ती क्रि याविधि
iterative technique,पुनरावर्ती विधि
Jacobian,जैकोबियन
Jacobian determinant,जैकोबी सारणिक
Jacobian matrix,जैकोबी आव्यूह
join of sets,समुच्चयों का सम्मिलन
joint,"जोड़, संधि (सं.) संयुक्त(वि.)"
joint density function,संयुक्त घनत्व फलन
joint frequency function,संयुक्त बारंबारता फलन
jointly dependent variable,संयुक्ततः आश्रित चर
joint probability,संयुक्त प्रायिकता
join (=union),सम्मिलन
jump,"कुदान, जंप, प्लुति"
jump discontinuity,प्लुति असांतत्य
justification,"न्यायसंगति, औचित्य"
justify,औचित्य बताना
Karnaugh map,कारनाफ मानचित्र
kernel,"गुठली, अष्टि"
kernel of the mapping,प्रतिचित्रण की अष्टि
kinematics,"शुदूधगति विज्ञान, शुदूध गतिकी"
kinetic energy,गतिज ऊर्जा
kinetics,"बलगति विज्ञान, बलगतिकी"
Kolmogoroff Smirnov test,कोल्मोगोरोफ-स्मिरनोव परीक्षण
Kronecker delta,क्रोनेकर डेल्टा
kurtosis,ककुदता
Lagrange's function,लग्रांज फलन
Lagrange's multipliers,लग्रांज गुणक
lamina,"स्तरिका, पटल"
Laplace transform,लाप्लास रूपांतर
large number,बृहत संख्या
latent root(=characteristic root),अभिलक्षणिक मूल
lateral surface,पार्श्व पृष्ठ
latin square,लैटिन वर्ग
latus rectum ,"नाभिलंब, लैटस रैक्टम"
law,"नियम, सिद्धांत"
law of adding velocities,वेग संयोजन नियम
law of additivity,संकलनीयता नियम
law of diminishing return,ह्नासमान प्रतिफल नियम
law of gravitation,गुरुत्वाकर्षण नियम
law of homomorphism for groups,समूह के लिए समाकारिता नियम
law of homomorphism for rings,वलयों के लिए समाकारिता नियम
law of increasing costs,बढ़ती लागत का नियम
law of indices,घातांक नियम
law of inertia,जड़त्व नियम
law of large numbers,बृहत्‌ संख्याओं का नियम
law of probability,प्रायिकता-नियम
law of sines,"ज्या नियम, साइन नियम"
laws of exponents,घातांको के नियम
laws of motion,गति नियम
layer,"परत, स्तर"
leading coefficient,अग्रग गुणांक
leading diagonal,अग्रग विकर्ण
leading submatrix,अग्रग उप-आव्यूह
leading term,अग्रग पद
least,"न्यूनतम, अल्पतम, लघुतम"
least common multiple (LCM),लघुतम समापवर्त्य (LCM)
least element,न्यूनतम अवयव
least square,न्यूनतम वर्ग
least upper bound,न्यूनतम उपरि परिबंध
left coset,वाम सहसमुच्चय
left handed,वामावर्त
left handed screw,वामावर्ती पेच
left inverse,वाम प्रतिलोम
left multiplication,वाम गुणन
Leibnitz formula,लाइबनिटस सूत्र
length,लंबाई
leptokurtic,तुंगककुदी
leptokurtic curve,तुंगककुदी वक्र
leptokurtosis,तुंगककुदता
level curve,स्तर वक्र
level of confidence,विश्वास्यता स्तर
level of significance,सार्थकता का स्तर
lexicographically,कोशक्रमानुसार
lexicographical order,कोश क्रम
likelihood function,संभाविता फलन
likelihood ratio test,संभाविता अनुपात परिक्षण
limit," सीमा , सीमांत"
limiting,"सीमांत, चरम"
limiting value,सीमांत मान
limiting velocity,सीमांत वेग
limit in mean,माध्य में सीमा
limit of integration,समाकलन की सीमा
limit of sequence,अनुक्रम सीमा
limit point (=cluster point),"गुच्छ बिंदु, सीमा बिंदु"
limit velocity,सीमांत वेग
line," रेखा , लाइन , दीर्घतंतु"
linear,"रेखीय, रैखिक, रेखाकार"
linear algebraic,रैखिक बीजावल्ली
linear algebraic equation,रैखिक बीजीय समीकरण
linear approximation,रैखिक सन्निकटन
linear asymptote,रैखिक अनंतस्पर्शी
linear coefficient,रैखिक गुणांक
linear combination,एकघात संचय
linear constraints,एकघात प्रतिबंध
linear dependence,रैखिक आश्रितता
linear differential equation,रैखिक अवकलन समीकरण
linear dimension," रैखिक विमा , रैखिक माप , रैखिक लंबाई-चौड़ाई"
linear equation,"रैखिक समीकरण, एकघात समीकरण"
linear form,रैखिक समघात
linear fractional transformation,रैखिक भिन्नात्मक रूपांतरण
linear function,रैखिक फलन
linear functional,रैखिक फलनक
linear group,रैखिक समूह
linear independence,रैखिक स्वतंत्रता
linear independent relation,रैखिक स्वतंत्र संबंध
linear inequality,रैखिक असमिका
linear inhomogeneous differential equation,रैखिक असमघाती अवकल समीकरण
linear integral equation,रैखिक समाकल समीकरण
linear interpolation,रैखिक अंतर्वेशन
linear least square regression analysis,रैखिक न्यूनतम वर्ग समाश्रयण विश्लेषण
linearity," एकघाततः , रैखिकतः"
linearly dependent,रैखिकतः परतंत्र
linearly independent,रैखिकतः स्वतंत्र
linear mapping,रैखिक प्रतिचित्रण
linear order,रैखिक क्रम
linear ordering,रैखिक क्रमीकरण
linear programming,रैखिक प्रोग्रामन
linear programming algorithm,रैखिक प्रोग्रामन कलन-विधि
linear programming problem,रैखिक प्रोग्रामन समस्या
linear regression,रैखिक समाश्रयण
linear regression coefficient,रैखिक समाश्रयण गुणांक
linear relation,"रैखिक संबंध, एकघाती संबंध"
linear space (=vector space),रैखिक समष्टि
linear subspace,रैखिक उपसमष्टि
linear transformation,रैखिक रूपांतरण
linear trend,रैखिक उपनति
linear unbiased estimate,रैखिक अनभिनत आकल
linear velocity,रैखिक वेग
line integral,रेखा समाकल
line of intersection,प्रतिच्छेद-रेखा
line of regression,समाश्रयण-रेखा
localised vector,स्थानगत सदिश
local optimum,स्थानीय इष्टतम
locus,"बिन्दुपथ, रेखापथ"
log,"लॉग, लठठा, संलेख"
logarithmic,"लघुगणकीय, लॉगेरिथ्मीय"
logarithmic accuracy,लघुगणकीय यथार्थता
logarithmic calculation,लॉगेरिथ्मीय परिकलन
logarithmic curve,"लॉगेरिथ्मीय वक्र, लघुगणकीय वक्र"
logarithmic derivative,लघुगणकीय अवकलज
logarithmic differentiation,लघुगणकीय अवकलन
logarithmic function,"लॉगेरिथ्मीय फलन, लघुगणकीय फलन"
logarithmic mean (=geometric mean),"लघुगणकीय माध्य, गुणोत्तर माध्य"
logarithmic normal distribution,लघुगणकीय प्रसामान्य बंटन
logarithmic relationship,लघुगणकीय संबंध
logarithmic scale,लघुगणकीय मापक्रम
logarithmic series,"लॉगेरिथ्मीय श्रेणी, लघुगणकीय श्रेणी"
logarithmic spiral (equiangular spiral),"लॉगेरिथ्मीय सर्पिल, लघुगणकीय सर्पिल"
logarithmic table (=log table),"लॉगेरिथ्मीय सारणी, लघुगणकीय सारणी"
logarithm (log),"लॉगेरिथ्म, लघुगणक"
logic,तर्क
logically equivalent,तर्कत: तुल्य
logistic curve,"वृद्धिघात वक्र, पर्ल-रीड वक्र"
lognormal distribution,"लघुगणक प्रसामान्य बंटन, लॉग प्रसामान्य बंटन"
longitude," रेखांश , देशांतर"
loop," पाश, ल्रूप, फंदा (सं.) पाशन (क्रि.) , प्रस्पंद"
lottery," प्रचयन , प्रचायिका, लॉटरी"
lower bar,अधोरेखा
lower bound,निम्न परिबंध
lower Riemann integral,निम्न रीमान-समाकल
lower sum,निम्न योगफल
lower triangular matrix,निम्न त्रिभुजीय आव्यूह
Maclaurin's expansion,मैक्लारिन प्रसार
magic number,"माया संख्या , मैजिक संख्या , स्थायित्व संख्या"
magic square,मैजिक वर्ग
magnitude limit (=limiting magnitude),कांतिमान-सीमा
mailed questionnaire,डाक प्रेषित प्रश्नावली
mail survey,डाक द्वारा सर्वेक्षण
majorant (upper bound),उपरि परिबंध
major arc,दीर्घ चाप
majorised set,उपरिबद्‌ध समुच्चय
many valued function,बहुमान फलन
map,"नक्शा , मानचित्र , प्रतिचित्र"
map into the set,समुच्चय में प्रतिचित्रित करना
mapping of a set,समुच्चय का प्रतिचित्रण
marginal probability,उपांत प्रायिकता
mathematical analysis,गणितीय विश्लेषण
mathematical argument,गणितीय तर्क
mathematical centre,गणितीय केंद्र
mathematical complexity,गणितीय जटिलता
mathematical economics,गणितीय अर्थशास्त्र
mathematical expectation,गणितीय प्रत्याशा
mathematical form,गणितीय रूप
mathematical formulation,"गणितीय संरूपण, गणितीय संरूप"
mathematical identity,गणितीय सर्वसमिका
mathematical logic,"गणितीय तर्कशास्त्र ,गणितीय तर्क"
mathematical model,गणितीय निदर्श
mathematical notion,गणितीय आशय
matrix digonalisation,मैट्रिक्स विकर्णन
matrix inverse,आव्यूह-व्युत्क्रम
matrix inversion,आव्यूह-व्युत्क्रमण
matrix iterative method,आव्यूह पुनरावर्ती विधि
matrix method,मैट्रिक्स पद्‌धति
matrix multiplication,आव्यूह गुणन
matrix of constants,अचरों का आव्यूह
matrix of effectiveness,प्रभाविता आव्यूह
matrix operator,आव्यूह संकारक
matrix polynomial,आव्यूह बहुपद
matrix printing,आव्यूह मुद्रण
matrix product,आव्यूह-गुणनफल
maximized,अधिकतमीकृत
maximum,"महत्तम, अधिकतम, उच्चतम"
maximum absolute value,अधिकतम निरपेक्ष मान
maximum F-ratio,महत्तम F-अनुपात
maximum likelihood,अधिकतम संभाविता
maxmin,महाल्पिष्ठ
maxmin criterian,महाल्पिष्ठ निकष
max of a function,फलन का अधिकतम
Maxwell-Boltzmann statistics,मैक्सवेल-बोल्ट्समान सांख्यिकी
mean deviation,माध्य विचलन
mean square deviation,विचलन वर्ग माध्य
mean square error,वर्ग माध्य त्रुटि
mean value,"माध्यमान, औसत मान"
mean value theorem,माध्यमान प्रमेय
measure of kurtosis,ककुदता माप
median," मध्य, मध्यस्थ , माध्यिका, मीडियन"
median centre,माध्यिका केंद्र
mesokurtic curve,मध्यककुदी वक्र
mesokurtosis,मध्यककुदता
message,संदेश
method,"रीति , विधि"
method of elimination,विलोपन विधि
method of inversion,प्रतिलोमन-विधि
method of iteration,पुऩरावृत्ति विधि
method of least squares,न्यूनतम वर्ग विधि
method of moments,आघूर्ण विधि
method of similar triangles,समरूप त्रिभुज विधि
method of steepest descent,प्रवणतम अवरोहण विधि
method of summation,संकलन-विधि
method of undetermined coefficient,अनिर्घारित गुणांक विधि
metric space,दूरीक समष्टि
metric system,मीटरी पद्‌धति
metric unit,मेट्रिक इकाई
micro theory,सूक्ष्म सिद्‌धांत
middle,मध्य
middle term,मध्यपद
mid point,मध्य बिंदु
mid point formula,मध्यबिंदु सूत्र
minimal polynomial,अल्पिष्ठ बहुपद
minimax principle,अल्पमहिष्ठ सिद्‌धांत
minimum,"न्यूनतम, अल्पतम, निम्नतम"
minimum point (of curve),निम्निष्ठ बिंदु
minimum polynomial,अल्पतम बहुपद
min of a function,फलन का न्यूनतम
minor arc,लघु चाप
minor axis,लघु अक्षष
minorised subset,निम्न परिबद्‌ध उपसमुच्चय
minus,"माइनस, ऋण"
minus sign,ऋण चिह्न
mixed fraction,मिश्र भिन्न
mixed strategy,सविकल्प युक्ति
mode," बहुलक, मोड , विधि, रीति ,प्रणाली, विधा"
modulus,"मापांक, मोड्यूलस"
modulus of a complex number,सम्मिश्र संख्या का मापांक
moment,आघूर्ण
moment generating function,आघूर्णजनक फलन
moment of a force,बल का आघूर्ण
moment of frequency distribution,बारंबारता-बंटन का आघूर्ण
moment of inertia,जड़त्व आघूर्ण
moment of momentum,संवेग आघूर्ण
momentum,संवेग
monomial,एकपद
monomorphic,एकैक समाकारी
monomorphism,"एकरूपता, एकैक समाकारिता"
monotone,एकदिष्ट
monotone increasing sequence,एकदिष्ट वर्धमान अनुक्रम
monotonically,एकदिष्टतः
monotonically increasing net,एकदिष्टतः वर्धमान जाल
monotonically increasing sequence,एकदिष्टतः वर्धमान अनुक्रम
monotonic function,एकदिष्ट फलन
Monte Carlo calculation,मॉन्टे-कार्लो परिकलन
Monte Carlo method,मॉन्टे-कार्लो विधि
morra (game),मोरा (खेल)
mortality statistics,मृत्यु आंकड़े
most probable,प्रायिकतम
motion,गति
moving average,गतिमान माध्य
M-space,M-समष्टि
M-test for integral,समाकल का M-परीक्षण
multidecision problem,बहुगत निर्णय-समस्या
multidimensional normal distribution,बहुविम प्रसामान्य बंटन
multidimensional random variable,बहुविम यादृच्छिक चर
multi-index transportation problem,बहुसूचक परिवहन समस्या
multinomial,बहुपद
multinomial distribution,बहुपद बंटन
multiple,"गुणित, बहुगुण, बहु, बहुत (वि.), गुणज, अपवर्त्य (सं.)"
multiple choice problem,बहुविकल्पी समस्या
multiple connected domain,बहुसंबद्‌धित प्रांत
multiple correlation,बहु सहसंबंध
multiple frequency table,बहु-बारंबारता सारणी
multiple integral,बहु समाकल
multiple integration,बहु समाकलन
multiple regression,बहु समाश्रयण
multiple regression analysis,बहुसमाश्रयण विश्लेषण
multiple regression coefficient,बहुसमाश्रयण गुणांक
multiple regression equation,बहुसमाश्रयण समीकरण
multiple root,बहु मूल
multiplication,गुणन
multiplication by columns (of determinant),(सारणिक का) स्तंभशः गुणन
multiplication by rows (of determinant),(सारणिक का) पंक्तिशः गुणन
multiplication factor,गुणन कारक
multiplicative function,गुणनात्मक फलन
multiplicative group,गुणनात्मक समूह
multiplicative inverse,गुणनात्मक प्रतिलोम
multiplicity,बहुकता
multiplicity of roots,मूल-बहुकता
multiplicity of zero,शून्यक की बहुकता
multiplier,गुणक
multiply," गुणा करना , संवर्धन"
multivariate distribution,बहुचर बंटन
multivariate normal distribution,बहुचर प्रसामान्य बंटन
multivariate population,बहुचर समष्टि
mutual,"पारस्परिक, अन्योन्य"
nabla,नाब्ला
Napierian,नैपिरीय
Napierian logarithm,"नैपिरीय लघुगणक, नैपिरीय लॉगेरिथ्म"
natural logarithm,"प्राकृतिक लघुगणक,प्राकृतिक लॉगेरिथ्म"
natural number,"धन पूर्णसंख्या , धन पूर्णांक"
nautical mile,समुद्री मील
n-dimensional,n-विम
n-dimensional vector space,n-विम सदिश-समष्टि
necessary and sufficient condition,आवश्यक तथा पर्याप्त प्रतिबंध
necessary condition,आवश्यक प्रतिबंध
negation,निषेध
negative," ऋण, ऋणात्मक , नेगेटिव"
negative curvature,ऋण वक्रता
negative definite form,ऋणात्मक निश्चित समघात
negative definite matrix,ऋणात्मक निश्चित् आव्यूह
negative semi-definite form,ऋणात्मक अर्धनिश्चित समघात
neighbourhood," प्रतिवेश , सामीप्य"
nested sampling," बहुक्रम प्रतिचयन , समावेशी प्रतिचयन"
net reproduction rate,नेट जनन दर
Newtonian mechanics,न्यूटनी यांत्रिकी
Newton's divided difference formula,न्यूटन का विभाजित अंतर सूत्र
Newton's laws of motion,न्यूटन के गति-नियम
Neyman allocation,नेमेन नियतन
Neyman Pearson theory,नेमेन-पियर्सन-सिद्‌धांत
nilpotent element,शून्यंभावी अवयव
nilpotent matrix,शून्यंभावी आव्यूह
node," नोड, आसंधि , पात , निर्नति , निस्पंद"
non-Abelian group,अन-आबेली ग्रुप
non-absolute convergence,सापेक्षष अभिसरण
non-algebraic,अबीजीय
non-degenerate,अनपभ्रष्ट
non-degenerate basic feasible solution,अनपभ्रष्ट आधारी सुसंगत हल
non-dense,अघन
non-dense set,अघन समुच्चय
non-denumerable infinity of points,बिंदुओं का अगणनीय अनंत
non-denumerable set,अगणनीय समुच्चय
non-differentiable,अनवकलनीय
non empty subset,अरिक्त उपसमुच्चय
non-Euclidean geometry,अयूक्लिडी ज्यामिति
non-homogeneous," असमांगी , असमघात"
non-intersecting,अप्रतिच्छेदी
non-linear algebraic equation,अरैखिक बीजीय समीकरण
non-linear differential equation,अरैखिक अवकल समीकरण
non-linear equation,अरैखिक समीकरण
non-linear programming,अरैखिक प्रोग्रामन
non-linear regression,अरैखिक समाश्रयण
non-linear relationship,अरैखिक संबंध
non-negative integer,"ऋणेतर पूर्णसंख्या , ऋणेतर पूर्णांक"
non-negative variable,ऋणेतर चर
non-parametric test,अप्राचलिक परीक्षण
non-probabilistic approach,प्रायिकतेतर दृष्टिकोण
non-singular matrix,व्युत्क्रमणीय आव्यूह
non-symmetric matrix,असममित आव्यूह
non-trivial,अतुच्छ
non-vanishing determinant,शून्येतर सारणिक
non-void,अरिक्त
non-void subset,अरिक्त उपसमुच्चय
non-zero determinant,शून्येतर सारणिक
NOR gate,अथवा पूरक द्वार
normal," प्रसामान्य , प्राकृतिक , मानक , सामान्य, साधारण , अभिलंब , नॉर्मल"
normal acceleration,अभिलंब त्वरण
normal angle,अभिलंब कोण
normal curve,प्रसामान्य वक्र
normal density function,प्रसामान्य घनत्व फलन
normal distribution,प्रसामान्य बंटन
normal distribution function,प्रसामन्य बंटन फलन
normal form for the matrix,आव्यूह का प्रसामान्य रूप
normal frequency,प्रसामान्य बारंबारता
normalized curve,प्रसामान्यीकृत वक्र
normalized floating point number,प्रसामान्यीकृत चलबिंदु संख्या
normalizer,प्रसामान्यक
normal matrix,प्रसामान्य आव्यूह
normal probability curve,प्रसामान्य प्रायिकता वक्र
normal probability distribution,प्रसामान्य प्रायिकता बंटन
normal subgroup (=distinguished subgroup),"प्रसामान्य उपसमूह, विशिष्ट उपसमूह"
normed linear space,मानकित रैखिक समष्टि
norm of a vector,सदिश मानक
NOT gate,"NOT गेट, न गेट"
nowhere dense set,नकुत्रापि सघन समुच्चय
null hypothesis,निराकरणीय परिकल्पना
null matrix,शून्य आव्यूह
null set,रिक्त समुच्चय
null vector,शून्य सदिश
number,संख्या
number axis,संख्या अक्ष
number system,संख्या पद्‌धति
numeral," संख्यांक (सं.) , संख्यात्मक (वि.)"
numeration,"संख्यान, संख्या देना"
numerator,अंश
numerical coefficient,संख्यात्मक गुणांक
numerical computation,संख्यात्मक अभिकलन
numerical differentiation,संख्यात्मक अवकलन
numerical method,संख्यात्मक विधि
n-vector,"n-सदिश , n-वेक्टर"
n-vector space,n-सदिश समष्टि
object," वस्तु , पिडं , बिबं"
objective function,उद्‌देश्य फलन
oblique,"तिर्यक, तिरछा"
oblique asymptote,तिर्यक अनंतस्पर्शी
oblique axis,तिर्यक अक्ष
oblique section,"तिर्यक परिच्छेद , तिरछी काट"
observation,प्रेक्षण
observed frequency,प्रेक्षित बारंबारता
obtuse angle,अधिक कोण
octagon,अष्टभुज
octahedron,अष्टफलक
octal system,अष्टाधारी पद्‌धति
octant,अष्टांशक 
odd,विषम
odd curve,विषम वक्र
odd number,विषम संख्या
odd permutation,विषम क्रमचय
odd polynomial,विषम बहुपद
ogive," ओजाइव , तोरण"
one to one correspondence,एकैकी संगति
one to one function,एकैकी फलन
one to one map,एकैकी प्रतिचित्र
one-way classification,एकधा वर्गीकरण
onto map,आच्छादक प्रतिचित्र
open,"खुला, विवृत (वि.)"
open ball,विवृत गोलक
open interval,विवृत अंतराल
open ray,विवृत अर्धरेखा
open set,विवृत समुच्चय
operation,प्रचालन
operational research,संक्रिया विज्ञान
operations research,संक्रिया विज्ञान
operator," प्रचालक, ऑपरेटर , संकारक"
opposite angle,सम्मुख कोण
opposite event,विपरीत घटना
optimal basic feasible solution,इष्टतम आधारी सुसंगत हल
optimal condition,इष्टतम अवस्था
optimal lot size,इष्टतम प्रचय आमाप
optimal value,इष्टतम मान
optimum,"अनुकूलतम, इष्टतम"
orbit,कक्षा
order," क्रम , कोटि , घात , मूलांक , समूहांक"
ordered pair,क्रमित युग्म
ordered set,"क्रमित समुच्चय, क्रमित सेट"
ordering,"क्रमण, क्रमीकरण"
order of a determinant,"सारणिक की कोटि , डिटर्मिनेन्ट की कोटि"
order of a group,समूह की कोटि
order of a matrix,आव्यूह की कोटि
order of an element in a group,समूह में अवयव की कोटि
order of differential equation,अवकल समीकरण की कोटि
order of operation,संक्रिया क्रम
order of zero,शून्यक कोटि
ordinal number,क्रमसूचक संख्या
ordinary differential equation,साधारण अवकल समीकरण
ordinate,कोटि
oreintability,अभिविन्यसनीयता
orientation,दिकविन्यास
orientation of surface,पृष्ठ का अभिविन्यास
origin,"उद्‌गम, उद्‌भव, उत्पत्ति"
origin of coordinates,निर्देश -मूल-बिंदु
orthocentre,लबं केंद्र
orthogonal,"लंब कोणीय, लांबिक"
orthogonal axes,लंबकोणिक अक्ष
orthogonal family,लांबिक परिवार
orthogonal group,"लांबिक समूह, लांबिक गुप"
orthogonality condition,लंबकोणीयता शर्त
orthogonalization,लांबिकीकरण
orthogonal matrix,लांबिक आव्यूह
orthonormal,"ऑर्थोनॉर्मल, प्रसामान्य लांबिक"
orthonormal basis,प्रसामान्य लांबिक आधार
oscillation,दोलन
oscillation of a function,फलन का दोलन
oscillatory function,दोलनी फलन
osculating,आश्लेषी
outer product,बाह्य गुणनफल
output,"निर्गत, निर्गम, उत्पादन,बहिर्वेश"
overdetermined system,अतिनिर्धारित निकाय
paired comparision,युगलित तुलना
pairwise disjoint,युगलतः असंयुक्त
pairwise independent,युगलतः स्वतंत्र
parallel forces,समांतर बल 
parallelogram,समांतर चतुर्भुज
parallelogram of forces,बल-समांतर चतुर्भुज
parallelogram of velocities,वेग-समांतर चतुर्भुज
parallelopiped,समांतर षट्फलक
parameter," प्राचल , अंतःखंडी अनुपात, पैरामीटर"
parameter free (=nonparametric),अप्राचलिक
parameter of distribution,बंटन-प्राचल
parametric,प्राचलिक
parametric coordinate,प्राचलि क निर्देशांक
parametric curve,प्राचलिक वक्र
parametric equation,प्राचलिक समीकरण
parametric linear programming,प्राचलिक रैखि क प्रोग्रामन
parametric method,प्राचल विधि
parametric objective function,प्राचलिक उद्‌देश्य फलन
parametric programming,प्राचलिक प्रोग्रामन
parametric representation,प्राचलिक निरूपण
parametrization,प्राचलीकरण
parenthesis,"कोष्ठक, बंधनी"
parenthesis notation,कोष्ठक चिह्न
parent population,मूल समष्टि
Pareto curve,पैरेटो-वक्र
parity check,समता जांच
partial confounding,आंशिक संकरण
partial correlation,आंशिक सहसंबंध
partial derivative,आंशिक अवकलज
partial differential equation,आंशिक अवकल समीकरण
partial differentiation,आंशिक अवकलन
partial fraction,आंशिक भिन्न
partial integration,आंशिक समाकलन
partially ordered,अंशतः क्रमित
partially ordered set,अंशतः क्रमित समुच्चय
partial order,आंशिक क्रम
partial regression coefficient,आंशिक समाश्रयण गुणांक
partial sum,आंशिक योगफल
particle,कण
particular case,विशिष्ट स्थिति
particular integral,विशेष समाकल
particular solution,विशेष हल
partition,"विभाजन, वितरण"
partitioning of matrices,आव्यूहों का विभाजन
partition value,विभागकारी मान
Pascal triangle,पास्कल त्रिभुज
pattern,"चित्राम, प्रति मान, प्रति रूप, पैटर्न"
pattern function,प्रति रूप फलन
pattern problem,प्रति रूप समस्या
payload velocity,नीतभार वेग
payoff function,भुगतान फलन
payoff matrix,भुगतान आव्यूह
p-basis,p-आधार
p-chart,p-संचित्र
Peano curve,पियानो-वक्र
Peano space,पियानो-समष्टि
pedal equation,पदिक समीकरण
percent,प्रतिशत
percentage,प्रतिशतता
percentage error,प्रतिशत त्रुटि
percentage frequency,प्रतिशत बारंबारता
percentage increase,प्रतिशत वृद्‌धि
percentage of error,अशुद्‌धि-प्रतिशतता
