"laud","प्रशंसा, स्तुति, तारीफ",
"laud","प्रशंसा करना, सराहना, गुण गाना, तारीफ करना",
"laudable","प्रशंसनीय, सराहने योग्य, गुण गाने योग्य, सराहनीय",
"laudatory","प्रशंसायुक्त, स्तुतिवाद, पूर्ण, प्रशंसात्मक",
"laugh","हंसी, हास्य, खिलखिलाहट",
"laugh","हंसना, किकोल करना,हंसी करना",
"laughable","हंसने योग्य, हास्योत्पादक, हास्यकर",
"laughingly","हंस कर, हंसी से",
"laughter","हंसी, हास, खिलखिलाहट, खल्ली",
"launch","नये जहाज को समुद्र में डालना,जहाज की सबसे बडी नाव",
"launch","चलाना, फेंकना,पानी में खसकाना या चलाना,आरम्भ करना, आरम्भ कराना, चलाना",
"launder","धोबी",
"launder","धोना",
"laundry","धोबीघाट, धोबियों के कपडे धोने का स्थान या घाट, कपडे धोने का मकान,धुलाई",
"laureate","लारेल की पत्तियों से सजा हुआ, हार या ताज पहने हुए",
"laureate","इंगलैंड का राजकवि",
"laurel","कल्पवृक्ष, एक सदा हरा रहने वाला वृक्ष,लारेल का ताज",
"lava","पिघला द्रव्य जो ज्वालामुखी पहाड से निकलता है, आग्नेयोद्गार, लावा",
"lavatory","धोने की जगह, हाथ मुंह धोने का कमरा,घाव धोने की दवा",
"lavender","एक सुगन्धित वृक्ष",
"lavish","बहुप्रद, बहुत,अतिव्ययी, व्ययशील, उडाऊ, फजूल खर्च",
"lavish","उडाना, व्यय खर्च करना, फूंकना, लुटाना",
"law","नियम, कानून, व्यवस्था विधान, सिद्धांत, दस्तूर",
"lawful","शास्त्रानुसार, व्यवहारानुसार, धर्मशास्त्रसंमत, शास्त्रविहित, न्यायोचित",
"lawless","धर्म विरुद्ध, अविधि, व्यवस्था विरुद्ध, स्वेच्छाचारी",
"lawlessness","गडबडी, नियमातिक्रमण",
"lawn","खुला हुआ घासदार मैदान,बढिया मलमल",
"lawsuit","नालिश, मुकद्दमा, अभियोग, व्यवहारपद",
"lawyer","शास्त्रज्ञ, वकील",
"lax","ढीला, शिथिल, उदास, नर्म, धर्म भ्रष्ट",
"lax","ढीलापन, शिथिलता, आचार भ्रष्टता",
"laxative","रेचक, शिथिल करने वाला",
"laxative","रेचक औषधि, मुलायम करने वाली दवा, घुट्टी",
"laxity","ढीलापन, शिथिलता",
"lay","सामान्य जन सम्बंधी, गृहस्थ सम्बंधी",
"lay","पर्त, अस्तर,कतार,शर्त, दांव,गीत",
"lay","रखना, पसारना,पेश करना, आगे रखना,मार गिराना, हटाना,तरतीब से लगाना, सजाना,बदना",
"layer","पर्त, क्यारी, अंकुर,अंकुआ लगाने वाला, अण्डा देने वाला",
"layman","गृहस्थ, दुनियादार, सामान्य जन",
"lazar","कोढी, कुष्ठ रोगी",
"laziness","सुस्ती, आलस्य",
"lazy","आलसी, सुस्त",
"lea","चारागाह, हार",
"lead","अष्ठेपद, नेतृत्व, अग्रगमन, अग्रवानी,दृष्टान्त, उदाहरण",
"lead","सीसा रांगा,साहुल, थाह लेने का लंगर, पनसाल,सीसे की पत्तियां जो छपाई में लगती हैं",
"lead","रास्ता दिखाना, ले चलना, नेता होना",
"leaden","सीसा का बना हुआ,भारी, धीमा, मंद",
"leader","राह दिखाने वाला, नेता, मार्ग दर्शक, अगुआ, सेनापति,संपादक का लेख",
"leading","प्रधान, श्रेष्ठ, बहुत आवश्यक या प्रभावशाली",
"leaf","पत्ता, पत्र, पत्ती, वर्क,पन्ना, पत्र,पल्ला",
"leaflet","छोटी पत्ती,समाचार पत्र, सूचना पत्र, लघुपत्र, पत्रक",
"leafy","पत्तीदार",
"league","संयोग, मेल, संघ",
"leak","छेद, दरार",
"leak","रसना, टपकना, चूना",
"leakage","चूना, टपकना, चू जाने का हरजाना, टपकाव, रिसाव",
"leaky","जिसमें छेद हो, छिद्रयुक्त, चूनेवाला,जो भेद बतला दिया करता है",
"lean","दुबला, पतला,बिना चर्बी का मांस",
"lean","झुकना, टेक लगाना",
"lean","झुकाना,सम्भालना",
"leap","कूदना, उछलना, फांदना",
"learn","जानना, सीखना, पढना,सिखाना",
"learned","विद्वान, पण्डित, विशारद, चतुर, निपुण, दक्ष",
"learner","सीखनेवाला, विद्यार्थी, शिष्य",
"learning","सीखना, अध्ययन, अभ्यास,विद्या, विद्या प्राप्ति, विद्वत्ता, पांडित्व, प्रवीणता",
"lease","पट्टा, लगाम या किराये पर उठाना",
"lease","किराये पर देना, ठेका पर देना",
"leasehold","ठेका, ठेके की भूमि",
"leash","पट्टा, पट्टी, डोरी, तस्मा जिसमें बाज बंधा रहता है",
"least","सब से छोटा, लघुतम",
"least","कम से कम, बहुत ही कम",
"leather","पक्का या कमाया हुआ चमडा",
"leave","छुट्टी, आज्ञा, विदा",
"leave","छोडना, छोड जाना,छोड कर मरना,चला जाना",
"lecture","व्याख्यान, वक्तृता,उपदेश, शासन फटकार",
"lecture","व्याख्यान देना, उपदेश देना, सीख देना, बयान करना",
"lecturer","व्याख्याता, उपदेशक, शिक्षक, लेक्चर देने वाला, व्याख्यान देने वाला",
"ledge","कगार, पहाड का निकला हुआ हिस्सा, पर्त, उभरा हुआ भाग",
"ledger","खाता, बही, लेखा बही",
"lee","हवा की प्रतिकूल दिशा,आड की जगह, शरण, शांत स्थान",
"leech","वैद्य, चिकित्सक,जोंक",
"leech","जोंक लगाना",
"leer","तिर्छी दृष्टि, कटाक्ष, कानखी",
"lees","तलछट, नीचे का मैल",
"left","बांया, उल्टी ओर",
"leg","टांग, पैर, पाया",
"legal","शास्त्रानुकूल, शास्त्रनिहित, न्याय, कानूनी, नियमानुकूल",
"legalize","व्यवस्थानुरूप बनाना, जायज करना, प्रमाणित करना, अधिकार देना",
"legally","कानून के अनुसार, वैधरूप से, विधिवत, न्यायोचित रूप से",
"legation","दूतगण, प्रतिनिधि,दूत या प्रतिनिधि का निवास स्थान",
"legend","झूठी कहानी, अपूर्व कहानी, पौराणिक कथा, कहावत",
"legendary","कहावती, झूठा",
"legible","साफ पढने योग्य, स्पष्ट, प्रकट, समझने योग्य",
"legion","फौज, दल, सेना, भीड",
"legislate","कानून बनाना, नियम बनाना, व्यवस्था करना",
"legislative","व्यवस्थापक, नियामक, विधिकारी",
"legislator","विधायक, कानून बनानेवाला, नियम बनानेवाला, व्यवस्थापक, शास्त्रकार",
"legislature","विधानसभा, कानून बनाने वाली सभा, व्यवस्थापिका सभा, व्यवसथापक अंग",
"legitimacy","औचित्य, यथार्थता, असलियत, खरापन, सच्चाई",
"legitimate","उचित, असल, खरा, सच्चा, जायज",
"legume","फली, छीमी",
"leisure","छुट्टी, अवकाश, फुर्सत, आराम, कार्यनिवृत्ति, विश्राम",
"lemon","नीबू",
"lemonade","लेमोनेड, नीबू का रस मिला हुआ मीठा पानी",
"lend","उधार देना, ऋण देना, देना",
"length","लम्बाई, विस्तार, फैलाव",
"lengthen","लम्बा करना, बढाना, तानना, ना",
"lengthwise","लम्बाई में, आडा",
"lengthy","लम्बा, बडा",
"leniency","नर्मी, मुलायमियत, मृदुलता",
"lenient","नर्म, मृदुल, दयालु, मुलायम, कोमल",
"lens","शीशा, दुर्बीन या खुर्दबीन का कांच, कांच",
"lentil","दाल, मसूर, मसूर की दाल",
"leopard","तेन्दुआ, चीता",
"leper","कोढी, कुष्ठरोगी",
"leprosy","कुष्ठरोग, कोढ, अपरस",
"lesion","चोट, जखम, घाव, क्षति, नुकसान",
"less","थोडा, न्यूनतर, कम,अल्प परिमाण",
"less","थोडे में, अल्प परिमाण से",
"lessen","घटाना, कम करना",
"lesser","छोटा, बहुत छोटा, लघु",
"lesson","पाठ, सबक, शिक्षा, उपदेश",
"lessor","पट्टाकार, पट्टा देने वाला",
"lest","ऐसा न हो कि, शायद, कदाचित, क्या जाने",
"let","आड, रोक, देरी",
"let","भाडे पर उठना",
"let","ठेका देना, भाडे पर देना,आज्ञा देना,रोकना, अटकाना",
"lethal","प्राणघातक, नाशकारी",
"lethargy","आलस्य, सुस्ती, गफलत, मन्दता, गहरी नींद, नींद",
"letter","अक्षर, वर्ण,पत्र, संदेशपत्र, चिठ्ठी,छापे का अक्षर",
"lettered","पढा लिखा, विद्वान, साक्षर",
"letters","चिठ्ठी,विद्या, ज्ञान, पांडित्य",
"levee","दरबार, राजसभा",
"level","चौरस, बराबर, समान,निष्पक्ष, समबुद्धि, समभाव",
"level","समभूमी,समानता, बराबरी, नियम, कायदा",
"level","चौरस करना, चिकना करना, बराबर करना,नाश करना,चलाना, फेंकना",
"lever","टेकन, डंडा, बोझ, उठने की कल, ढेकली",
"levity","हलकापन, चञ्चलता, छिछोरापन, ओछापन",
"levy","उगाही,जमा की हुई सेना",
"levy","उगाहना, बटोरना, इकठ्ठाना, करना,सेना में भर्ती करना",
"lewd","लंपट, दुराचारी, आचार भ्रष्ट, दुष्ट",
"lexicon","कोष, लुगत, शब्दकोष",
"liabilities","उत्तरदायित्व,ऋण",
"liability","उत्तरदायित्व, जवाबदही, जिम्मेदारी,जिसके लिए उत्तरदायित्व हो",
"liable","उत्तरदाता, उत्तरदायी, जवाबदेह, जिम्मेदार, अधीन",
"liar","झूठा, मिथ्यावादी",
"libel","अपवाद पत्र, बदनामी का लेख, निन्दा लेख, अपराध",
"libel","दोष लगाना, बदनाम करना",
"liberal","उदार, धर्मात्मा, दाता, दानी, सीधा, साफ",
"liberal","उदार पंथी, जनता के अधिकारों को बढाने वाला",
"liberalism","उदार दल के सिद्धांत, औदार्यवाद",
"liberate","छोड देना, रिहा करना, स्वाधीन करना, मुक्त करना",
"liberation","छुटकारा, रिहाई, मुक्ति",
"liberty","स्वतंत्रता, स्वाधीनता, छुटकारा, आजादी,अधिकार, स्वत्व",
"libra","तुलाराशी",
"librarian","पुस्तकालय की देख रेख करने वाला, पुस्तकाघ्यक्ष",
"library","पुस्तकालय, वाचनालय",
"licence","आज्ञा, अधिकार, सनद, लाइसैन्स, अधिकार पत्र",
"license","अधिकारना, आज्ञा देना",
"licensee","लाइसैन्सदार, अधिकार पत्र पाने वाला",
"lick","चाटना,चोट",
"lick","चाटना, चपड चपड करना",
"lid","ढक्कन, ढकना,पपनी, पलक, पपोट",
"lie","झूठ",
"lie","झूठ बोलना,आराम करना, रहना, होना, लेटना, सोना,होना, स्थित होना",
"lien","दावा, स्वत्व, अधिकार, हक",
"lieu","जगह, स्थान, खातिर",
"lieutenant","प्रतिपुरुष, प्रतिनिधि,उपसेनापति विशेष",
"life","जीवन, प्राण, जान, अस्तित्व, आयुर्बल,जीवन का ढंग, आचरण, व्यवहार,जीवनी, जीवन चरित्र",
"lifeless","निर्जीव, बेजान, मुर्दा, प्राणरहित, निरुत्साह, निस्तेज",
"lifelong","जीवन भर का, आजन्म",
"lift","उत्थापन, उठाने का काम,जो चीज उठायी जाय,वह यंत्र जिससे कोई चीज उठाई जाय",
"lift","उठाना, उकसाना, उभारना, दिल बढाना",
"ligation","बांधना, बंधाव",
"light","चमकीला, चमकदार, उजाला,हलका, लघुभार,सरल, सुकर, सुगम, अकठिकठिन",
"light","रोशनी, प्रकाश, ज्योति, उजाला,दिन,चिराग, मोमबत्ती, दीपक,बोध, ज्ञान",
"light","सुलगाना, जलाना, उजाला करना, प्रज्वलित करना",
"lighten","चमकाना, साफ होना",
"lighthouse","रोशनीघर, जिसमें जहाज वालों कों रास्ता दिखलाने के लिये ऊंचे पर रोशनी होती है, दीपगृह",
"lightly","हलके से, सरलता पूर्वक, आहिस्ता से",
"lightness","हलकापन, चमक",
"lightning","बिजली, दामिनी",
"like","सदृश, समान, बराबर, एक सा",
"like","तुल्य रूप से",
"like","प्रतिरूप, समान, तुल्य रूप",
"like","पसन्द करना, चाहना, भोग करना",
"likelihood","सम्भावना, गुमान, आसार",
"likely","सम्भव, आशाजनक, होनेवाला",
"likely","कदाचित, सम्भव, होने के योग्य",
"liken","मिलाना, उपमा देना",
"likeness","सादृश्य, समानता, तसवीर, चित्र, प्रतिरूपी",
"likewise","उसी रीति से, उसी तौर पर, और भी, अतिरिक्त",
"liking","चाह, चस्का, खुशी, प्रसन्नता, अभिलाषा,दशा",
"lilac","बकाहन",
"lily","कुमुद, नलिनी, कमल, नरगिस",
"limb","अंग, जोड, अवयव, डाली, शाखा,किनारा",
"lime","चूना, सफेदी,लासा,एक प्रकार का नीबू",
"lime","लासा लगाना,फंसाना,पेड इत्यादि में चूना देना",
"limestone","कंकड",
"limit","सीमा, हद, अवधि, अंत, किनारा,रोक",
"limit","सीमा में बांधना, रोकना, घेरना, परिमित करना, सीमाबद्ध करना",
"limitation","सीमा बंधन,परिमितता,रोक, पाबन्दी, कैद,अवधिकाल, मीयाद",
"limited","परिमित, सीमाबद्ध, संकीर्ण, घिरा हुआ, कोताह, तंग",
"limitless","असीम, अपरिमित, निरवधि",
"limp","लंगडाना",
"linchpin","कीला जो पहिये को धुरी पर रक्खे",
"linden","नींबू का पेड",
"line","सूत, डोरी,रेखा, लकीर,ढंग, खाका, रेखा,वंश, घराना,पंक्ति, पद, दर्जा,  इंच का बारवां अंश",
"line","अस्तर लगाना, निशान लगाना, चिह्न करना, लकीर बनाना, पंक्ति लगाना",
"linear","रेखा का, पंक्तिरूप, रेखामय,सीधा",
"linen","सन का कपडा",
"liner","समुद्र गामी जहाज",
"linger","विलम्ब या देरी करना, सोच विचार करना, दीर्घ काल तक रहना, ( दुख में) रहना, झूलना, घुलना",
"linguist","भाषा प्रवीण, बहुभाषी",
"linguistic","भाषा संबंधी, बहु भाषा अध्ययन संबंधी",
"lining","अस्तर, अस्तरदेना, इत्यादि",
"link","लडी,मशाल",
"link","जोडना, मिलाना, संयुक्त करना",
"lint","फाहा बनाने का ऊनी कपडा, बत्ती, पट्टी",
"lintel","चौखट",
"lion","शेर, सिंह",
"lip","ओठ, होंठ, ओष्ठ, अधर,किनारा",
"lip","चूमना",
"liquefy","गलना, पिघलना",
"liquefy","गलाना, पिघलाना",
"liqueur","मीठी सुगन्धित मदिरा",
"liquid","तरल, बहने वाला,पतला,पानी के भांति,जलमय,मुलायम, चिकना",
"liquid","रस, तरल वस्तु, जल",
"liquidate","हिसाब साफ करना, भुगतान करना, बेबाक करना, चुकाना, पटाना",
"liquidation","हिसाब किताब का फैसला किसी कारखाने को बन्द करना, भुगतौन, चुकौता, दिवाला, ऋणशोधन",
"liquidator","ऋणशोधन कराने वाला",
"liquor","शर्बत, पेय, सुरा, मदिरा, शराब, दारू",
"list","सूची,बन्द,अखाडा, दंगल",
"list","सूची में लिखना,सुनना,विरोध करना, प्रतिवाद में लगना",
"listen","ध्यान देना, सुनना",
"listless","बेपरवाह, गाफिल, बेखबर, असावधान",
"litany","ईसाइयों में एक साधारण प्रार्थना की रीति",
"literacy","साक्षरता, पढने लिखने की योग्यता",
"literal","आक्षरिक, यथाशब्द, अक्षर प्रति अक्षर, शब्द प्रति शब्द, ठीक ठीक",
"literate","पढा लिखा,साक्षर",
"literate","थोडा पढा लिखा आदमी, साक्षर मनुष्य",
"literature","विद्या, साहित्य, किसी विषय का शास्त्रसमूह",
"lithe","लचीला, नर्म, मुलायम,फुर्तीला",
"lithography","पत्थर का छापा, लिपी, पाषाणलेखन",
"litigate","अदालत में लडना, मुकद्दमा खडा करना",
"litigation","मुकद्दमा, कानूनी झगडा, अभियोग, मुकदमा लडना",
"litigious","मुकद्दमा लडने वाला, विवादी, झगडालू",
"litter","डोली, पालकी,कूडा, करकट,झोल",
"little","छोटा, थोडा, तुच्छ",
"little","थोडे में, अल्प परिमाण से",
"little","अल्प वस्तु,अल्प स्थान",
"liturgy","ईसाइयों की प्रार्थना करने की रीति",
"livable","जीने योग्य, रहने योग्य,निवास करने योग्य",
"live","जीता, जानदार, जीवित,फुर्तीला, चालाक,जलता हुआ, सुलगता हुआ,चटकीला",
"live","जीना, जीवित रहना, ठहरना, रहना, गुजर करना, बिताना",
"livelihood","जीविका, रोजी, रोजगार",
"lively","जीवित, जिन्दा, बोलता हुआ, फुर्तीला, खुश, जानदार, सजीव, उत्साहपूर्ण, चटक",
"liver","जीनेवाला, रहनेवाला,कलेजा",
"livestock","ढोर, डांगर, चौपाये, मवेशी",
"livid","काला, नीला, सीसे के रंग का,बदरंग, भद्दे रंग का",
"living","जीवित, सजीव, वर्तमान, जानदार, विद्यमान,क्रियाशील,बहने वाला",
"living","जीविका, जीवन निर्वाह, रोजी",
"lizard","छिपकली, बामनी, गुहेरा, गिरगिट",
"lo","देखो",
"load","बोझ, बहार,दबाव",
"load","बोझ लादना, भारी करना,बहुत देना, भरना, माल लादनना,( बंदूक आदि) भरना,भरा लेना, लदा लेना",
"loaf","पाव रोटी",
"loaf","इधर उधर घूमना, डांवाडोल फिरना, वृथा समय व्यतीत करना",
"loafer","सुस्त आदमी, आलसी मनुष्य, आवारा, घुमक्कड, बदमाश",
"loan","ऋण, उधार, कर्ज",
"loan","उधार देना, ऋण देना",
"loath","अनिच्छुक, विमुख, अप्रसन्न",
"loathe","घृणा करना, नफरत करना, अनिच्छा प्रकट करना",
"loathsome","घृणित, घृणा योग्य, नागवार",
"lob","सुस्त आदमी, मूढ आदमी",
"lob","सुस्ती में गिरा देना",
"lobby","लबी, चौपार, उपशाला",
"lobe","अंश, भाग,रिल, परलिका",
"lobster","झींगा मछली",
"local","स्थान सूचक",
"local","स्थानिक, स्थानीय, देशी, मुकामी",
"locality","स्तिथि, स्थान, जगह, मुकाम",
"localize","एक निर्दिष्ट स्थान देना",
"locate","स्थापन करना, रखना, बैठना, स्थान निर्दिष्ट करना",
"location","स्थान, स्थिती,स्थान निरूप",
"loch","झील, खाडी",
"lock","ताला,बंदूक का घोडा,बांध,लट, जूडा, शिखा, अलक",
"lock","ताला लगाना,बन्द करना, लपेटना, घेरना",
"lock-up","हवालात",
"locomotive","चलनशील, गतिविशिष्ट",
"locomotive","रेल का इंजन, कल",
"locust","टिड्डी,भंभीरी",
"lodge","छोटा सा घर, झोपडी,विवर, मांद,फ्री मेसन लोगों का समाज या उनके एकत्रित होने का स्थान",
"lodge","रखना, बसाना, घर या कमरा देना, स्थान देना, टिकाना,टिकना, बसना, रहना",
"lodging","ठहरना, टिकना, टिकाना,डेरा, टिकने का स्थान, किराये पर लिया हुआ घर",
"loft","ऊंचाई,टांड, छल",
"lofty","उच्च, ऊंचा, बडा, शानदार, घमण्डी, उद्धत",
"log","लकडी का कुन्दा, लट्ठा",
"loggerhead","मूढ, गावदी, मूर्ख, बेवकूफ",
"logic","न्याय शास्त्र, तर्क शास्त्र",
"logical","तर्क विद्या विषयक, विवादी, तर्क सिद्ध, शुद्ध, न्यायसंगत",
"logically","न्यायशास्त्रवत, शुद्ध रूप से, ठीक",
"loiter","देर करना, टाल मटोल करना",
"lone","अकेला, निर्जन, सुनसान",
"loneliness","अकेलापन",
"lonely","बिना साथी का, असहाय, अकेला, निर्जन, सुनसान",
"lonesome","अकेला, निर्जन",
"long","लम्बा, दीर्घ, बडा, भारी, कठिन,चिरकाल",
"long","दूर तक",
"long","बडी लालसा करना, तरसना, बहुत चाहना",
"longevity","दीर्घायु, बडी उम्र",
"longing","लालसा, अभिलाषा",
"longitude","लम्बाई,मध्याह्न रेखा से पूर्वी वा पश्चिमी दूरी, देशान्तर",
"look","देखना, रूप, दृष्टि, आकार",
"look","प्रकट होना, दिखाई देना",
"look","विचार करना, खोजना, देखना, ताकना",
"loom","जुलाहों के बुनने का राछ, तांत, करघा",
"loom","बडा और धुंधला दिखाई देना",
"loon","पाजी, बदमाश, दुष्टजन, खल,जल पक्षी",
"loop","फन्दा, तुकना, फांसा",
"loophole","छिद्र, भागने का गुप्त मार्ग या उपाय",
"loose","खुला हुआ, ढीला,दुराचारी,अस्पष्ट, अनिश्चित",
"loose","खोलना, ढीला करना",
"loosen","ढीला करना, खोलना, छोडना",
"loot","लूट, लूट का माल",
"loot","लूटना",
"lop","पेड की छाटन",
"lop","काट डालना, अलग करना, कतरना, कलम करना, छांटना",
"lope","लम्बा डग",
"lope","लम्बे लम्बे डग धरना",
"lord","स्वामी, प्रभु, सरदार, नायक, शासक, हाकिम, कुलीनजन, पति, भर्तार, परमेश्वर",
"lord","शासक की भांति व्यवहार करना, शान जमाना, अत्याचार करना",
"lore","विद्या, बुद्धि, सलाह, शिक्षा, बुद्धिमानी",
"lose","खोना, गंवाना, नष्ट करना, चूकना, हारना",
"loss","घाटा, हानि, नुकसान, हार, पराजय",
"lost","अलग किया हुआ, खोया हुआ, हारा हुआ,हैरान, नष्ट, अलोप, अचेत, अदृष्ट",
"lot","भाग्य, किस्मत,हिस्सा, अंग, भाग, गुटिका,पल्ले पडना, हिस्से में आना",
"lottery","लाटरी",
"lotus","कमल, पद्म",
"loud","उच्च स्वर, उंचे स्वर का, जोरदार, भारी, जोर का",
"loudly","जोर से शब्द करता हुआ",
"lounge","समय वृथा खोना, व्यर्थ पडे रहना, मटरगश्ती करना",
"louse","जूं, चीलर",
"louvre","धुंवारा",
"lovable","प्यार करने योग्य, मनभावना",
"love","प्रेम, प्रीति, प्यार, चाह, रुचि, प्रणय, स्नेह",
"love","पसन्द करना, चाहना, प्यार करना, स्नेह रखना, प्रेम करना",
"lovely","मनोहर, प्यारा, सुन्दर, सुभग",
"lover","प्यार करने वाला, अनुरागी, प्रेमी, मित्र",
"low","नीचा, धीमा, दबा हुआ, दलित, कमीना, निम्न श्रेणी का, गहरा, निर्धन, कंगाल, गरीब",
"low","नीचे, धीरे से",
"low","बैल की तरह डकारना या बोलना",
"lower","नीचा करना, मूल्य घटाना, घटाना, उतारना, दबाना, कम होना",
"lowland","तराई, नीची भूमि",
"lowly","नीच, नीचा, अधीन, अधम, नम्र",
"loyal","राजभक्त, आज्ञाकारी, सच्चा, भक्ति युक्त",
"loyalist","राजभक्त, राजपक्ष समर्थक",
"loyalty","स्वामिभक्ति, सच्चाई, वफादारी, ईमानदारी",
"lubber","आलसी, गावदी, कामचोर, फूहड",
"lubricant","चिकना करने वाली",
"lubricant","चिकना करने वाली वस्तु",
"lubricate","चिकना करना",
"luce","एक प्रकार की मछली",
"lucid","चमकीला, साफ, सुस्पष्ट, सुबोध",
"luck","दैव योग, संयोग, भाग्य, सौभाग्य",
"luckily","दैव योग से, संयोग से, भाग्य से, सौभाग्य से",
"lucky","भाग्यवान, नसीबवर, सफल, सुदृष्ट",
"lucrative","लाभकर, फायदे का",
"ludicrous","हंसी का, हंसने के योग्य",
"lug","तानना, खींचना, घसीटना",
"luggage","सामान, सफर का असबाब",
"lukewarm","गुनगुना, कम गरम,उदासीन, बेपरवाह",
"lull","सन्नाटा, तूफान के पीछे का ठहराव",
"lull","सुलाना, धीमा करना, चुप करना, शांत करना",
"lullaby","लोरी, बच्चों को सुलाने के लिए गीत",
"lumbar","कमर का, कमर सम्बन्धी",
"lumber","काठ कबाड, बेकाम की चीज",
"lumber","ढेर लगाना, इकट्ठा करना, तले ऊपर रखना, लकडी काटना",
"luminary","चमकीली वस्तु, तारागण, चन्द्रमा",
"luminous","चमकीला, साफ, चमकदार, निथरा",
"lump","ढेला, ढेर",
"lump","ढेर लगाना",
"lumpy","ढेलेदार",
"lunacy","उन्मत्तता, पागलपन, सिड, बावलापन",
"lunar","चन्द्रमा का, चन्द्र सम्बन्धी",
"lunatic","पागल",
"lunatic","पागल",
"lunch","दोपहर का खाना",
"luncheon","दोपहर का खाना",
"lung","फेफडा",
"lunge","धक्का, ठेल, ढकेल",
"lunge","धक्का देना, ढकेलना",
"lurch","जहाज का यकायक उलट जाना",
"lure","लालच देना, लुभाना",
"lure","फुसलाहटना, लालचना, प्रलोभनना",
"lurk","छुपा रहना, घात में रहना, छिप कर बैठना, दुबकना",
"lust","लालसा, लोभ, लालच, लिप्सा, काम प्रवृत्ति, कामुकता",
"lust","लोभ करना, काम भोग की इच्छा करना",
"lustre","चमक, प्रकाश, तेज",
"lustrous","चमकीला, रोशन, उजाला, उज्ज्वल, तेजस्वी",
"lute","बीन, तम्बूरा, सारंगी",
"luxurious","विषयासक्त, विलासमय, आनन्दी, विलासी",
"luxury","भोग विलास, विषय सुख, सुख भोग",
"lye","सज्जीदार पानी",
"lymph","लसीका, पंछा, बेरंग पानी जो पशुओं की नसों में होता है",
"lynch","मारपीट करना, बिना विधिवत न्याय किए दंड देना",
"lynx","वन बिलाव",
"mace","गदा, सोटा,जावित्री",
"machination","उपाय, रचना, बंदिश, दांव, घात, छल",
"machine","मशीन, कल, यंत्र",
"machinery","कलयंत्र, कल या यंत्र का कर्म",
"machinist","कल बनाने वाला",
"mackerel","छोटी समुद्री मछली",
"mackintosh","बरसाती",
"mad","पागल, दीवाना, उन्मत्त",
"madam","मैडम, बहूजी, आर्या, बीवी, बेगम साहिबा, श्रीमती",
"madcap","सनकी, पागल",
"madcap","सनकी, पागल",
"madden","पागल होना या पागल बनाना",
"mademoiselle","लडकी, कन्या, कुंवारी, कुमारी",
"madras","मद्रास",
"madrigal","गांव का गीत",
"magazine","पत्रिका, रिसाला,बारूद आदि रखने का स्थान",
"magic","जादू",
"magical","जादू सम्बन्धी",
"magician","जादूगर",
"magistrate","मैजिस्ट्रेट, दण्डदायक",
"magnanimous","महामनस्क, उदार",
"magnate","अमीर, बडा आदमी, रीस",
"magnesium","मैग्नेशियम",
"magnet","चुम्बक पत्थर, मकतानीस, लोहकांत",
"magnetic","चुम्बकीय,आकर्षक, खींचने वाला",
"magnetism","आकर्षण शक्ति का उत्पादक कारण",
"magnificent","शोभायमान, विशाल, तेजस्वी, प्रतापी",
"magnify","छोटी चीज को बडा दिखाना",
"magnitude","आकार, कद, परिमाण,गुरुत्व, महत्व, बढाई",
"maharishi","महर्षी",
"mahatma","महात्मा",
"mahogany","एक प्रकार की लकडी, तुन",
"maid","अविवाहिता स्त्री, कुमारी, कन्या",
"maiden","अविवाहिता स्त्री, कुमारी, कन्या",
"mail","डाक",
"mail","डाक में डालना",
"mailbag","डाक का थैला",
"mailman","डाकिया",
"main","मुख्य, प्रधान, आवश्यक, खास",
"mainland","महाद्वीप, मूल भूमि",
"mainly","मुख्यत:, खास कर के, विशेष कर के",
"mainstay","मुख्य सहारा, भरोसा, प्रधान आधार",
"maintain","रखना, बचाना, संभालना, निर्वाह करना, जारी रखना",
"maintenance","जीविका, बचाव, पालन पोषण",
"maize","मक्का",
"majestic","राज योग्य, प्रतापवान, शानदार, बडा, प्रभावशाली, विभूतिमान",
"majesty","प्रताप, महत्व, तेज, गौरव, विभूति, ऐश्वर्य,राजाओं और रानियों की पदवी",
"major","बडा, प्रधान, अधिक आवश्यक या महत्वपूर्ण,बालिग",
"major","मेजर, सेनाधिपति",
"majority","अधिक संख्या, बहुमत, पूर्णावस्था",
"make","बनाना, ढालना, रचना",
"maker","बनाने वाला, कारीगर, कर्ता",
"makeshift","थोडे समय के लिए उपाय या साधन",
"malady","बिमारी, रोग, अधमता",
"malaria","मलेरिया,दुर्वात, खराब हवा जो ज्वर का कारण हो",
"male","पुल्लिंग, पुरुष जाति का",
"male","पुरुष, नर",
"malevolent","बुरा चाहने वाला, द्रोही, अनिष्टार्थी",
"malice","ईर्ष्या, कपट, द्वेष",
"malicious","बुरा चाहने वाला, द्रोही, द्वेषी, दुर्जन",
"malign","निन्दा करना, बदनाम करना",
"malignant","द्रोही, कपटी, प्राणघातक",
"mall","मुंगरी,सैरगाह,गुबरैला,अदालत, विचारलय",
"malleable","पीटने से बढने के योग्य, नर्म, धनवर्धनीय",
"mallet","मुंगरी, मूसर, मारतौल",
"malpractice","दुष्ट व्यवहार, दुराचार, दुष्ट आचरण",
"maltreatment","दुराचार, कुव्यवहार, बदसलूकी",
"mama","मां",
"mammal","स्तनपायी, वह पशु जो अपने बच्चे को दूध पिलाते हैं",
"mammoth","विशाल, विशालकाय, बहुत बडा, महान",
"mammoth","भारी हाथी",
