English,Hindi
consequent,['अनुवर्ती(IT)']
measurement,['नाप(PH)']
sensor,['संवेदक(PH)']
monitoring,['मानीटरन(PH)']
angular,['कोणीय(PH)']
display,"['प्रदर्श(MA),प्रदर्श(CH),प्रदर्श(PH)']"
couple,"['1. बलयुग्म 2. युग्म(CH),बल-युग्म(PH)']"
assembly,['1. कोडांतरण (IT)']
interest,['ब्याज(MA)']
digital,['अंकीय(IT)']
scheduling,['अनुसूचीयन; नियोजन(CH)']
skipping,['1.प्लुति(IT)']
inverse,"['प्रतित्रोम(MA),प्रतिलोम(CH),प्रतिलोप(PH)']"
decelerating,['मंदक(PH)']
robust,['हष्ट-पुष्ट(IT)']
distortion,"['विकृति(CH),विकृति(IT),विकृति(PH)']"
terminal,['सिरा(PH)']
lowest,['निम्नतम(PH)']
trace,"['1. अनुरेख(MA),1.चिन्ह(IT)']"
reference,"['संदर्भ(IT),निर्देश(PH)']"
lateral,"['पार्श्व(CH),पार्श्व(PH)']"
margin,['उपांत(IT)']
wedge,['१.वेज(PH)']
object,"['1. वस्तु 2. पिडं 3. बिबं(MA),1. वस्तु 2. बिंब(CH),1.वस्तु(IT),वस्तु(PH)']"
dual,"['द्वैती द्वैती(MA),द्वैत(CH),1.द्वैत(IT)']"
alignment,"['संरेखण(CH),संरेखण(IT),संरेखण(PH)']"
twin,['यमल(PH)']
emanating,"['प्रसर्जन(CH),निर्गमन(PH)']"
apex,['शीर्ष(PH)']
symmetric,"['सममित(MA),सममित(PH)']"
avoidance,['परिवर्जन(PH)']
suction,"['चूषण(CH),चूषण(PH)']"
strength,"['1. सामर्थ्य(CH),सामर्थ्य(PH)']"
solution,"['1. हल 2. साधन(MA),1. विलयन 2. हल(CH),हल(PH)']"
match,"['1.मेल(IT),सुमेल(PH)']"
domain,"['1. प्रक्षेत्र 2. प्रक्षेत्र(MA),प्रक्षेत्र(IT),प्रक्षेत्र (PH)']"
vortex,"['वोर्टेक्स(BT),१.वोर्टेक्स २.भ्रमिल(PH)']"
oscillate,['दोलन करना(PH)']
shear,['1. अपरूपण 2. समाकर्तन(CH)']
shift,['सृति(PH)']
dumping,['सन्निक्षेपण(PH)']
illustrate,['उदारहण के साथ समझाना(MA)']
enclosed,['परिबद्\u200cध(MA)']
spacing,"['अंतरण(CH),अंतरण(PH)']"
inducer,['प्रेरक(BT)']
twist,"['1.ऐंठन(MA),ऐंठन(PH)']"
slip,"['1. चूक(IT),फिसलना(PH)']"
criticality,"['क्रांतिकता(CH),क्रांतिकता(PH)']"
cavity,['कोटर(PH)']
dial,"['डायल(IT),डायल(PH)']"
opposite,[' उत्क्रम (PH)']
balancing,['साम्यावस्था(PH)']
distorted,['विकृत(PH)']
helical,['कुंडलिनी(PH)']
fluctuation,"['उच्चावचन(CH),उच्चावचन(PH)']"
resistance,"['प्रतिरोध(CH),प्रतिरोधक(PH)']"
restore,['पुन: भंडारण(IT)']
tendency,['प्रवृत्ति(PH)']
reversal,"['उत्क्रमण(CH),उत्क्रमण(PH)']"
delay,"['विलंब(IT),विलम्ब(PH)']"
counter,"['1. गणित्र 2. फलक(MA),गणक(IT),गणित्र (PH)']"
fatigue,['श्रांति(PH)']
disc,['बिंब(PH)']
map,['नक्शा (MA)']
fast,['पक्का (PH)']
computing,"['अभिकलन(MA),1.अभिकलन(IT)']"
machine,['1.मशीन(IT)']
symmetrical,"['सममितीय(MA),सममित(CH),सममित(PH)']"
chord,"['जीवा(MK),जीवा*(MA)']"
uniform,"['एकसमान(MA),एकसमान(PH)']"
moderate,['1.साधारण माध्य(IT)']
integrity,['अखंडता(IT)']
channel,"['1. चैनल 2. जलमार्ग(CH),1.प्रणाल(IT),प्रणाल(PH)']"
character,"['संप्रतीक(MK),1. लक्षण गुणधर्म 2. स्वरूप 3. संप्रतीक (कम्प्यूटर)(CH),संप्रतीक(IT),लक्षण(PH)']"
leakage,"['च्यवन(CH),च्यवन(PH)']"
mount,"['आरोह(IT),आरोपण(PH)']"
extraordinary,['असामान्य(PH)']
applicable,"['1.आच्छाद्य 2. अनु प्रयोज्य(MA),अनुप्रयोज्य(CH)']"
bearing,"['1. दिक्मान(CH),दिक्मान(PH)']"
ignite,['ज्वलित करना(PH)']
flammability,"['ज्वलनशीलता(CH),ज्वलनशीलता(PH)']"
turbulence,['प्रक्षोभ(PH)']
blow,['आघात(PH)']
inspection,['निरीक्षण(PH)']
utility,"['उपयोगिता(MA),उपयोगिता(IT)']"
circumferential,['परिधिक(PH)']
sector,"['अवखंड(MA),1. सेक्टर 2. त्रिज्यखंड(CH),1.सेक्टर(IT),अवखंड(PH)']"
find,['खोज(IT)']
suspension,['निलंबन(CH)']
orifice,['मुख(PH)']
dilution,['तनूकरण(CH)']
bubble,"['बुबुद् (सं.)(CH),बुबुद्(PH)']"
equivalence,"['तुल्यता(MA),तुल्यता(CH),तुल्यता(PH)']"
annulus,['वलयिका(MA)']
liner,['रेखीय(PH)']
projecting,['प्रक्षेपी(PH)']
convection,['संवहन(PH)']
cold,"['1. शीत 2. अतप्त(CH),शीत(PH)']"
inherent,['1. अंतर्निहित 2. जन्मजात(CH)']
atomization,"['कणन(CH),कणन(PH)']"
blast,"['1. स्फोटन 2. झोंका वात्या धमन(CH),स्फोटन (PH)']"
forced,['प्रणोदित(PH)']
atomizer,['कणित्र(PH)']
throughput,['प्रवाह क्षमता(IT)']
latent,['गुप्त(PH)']
droplet,"['बिंदुक(CH),बिंदुक(PH)']"
eddy,['भँवर(PH)']
hole,"['1. छिद्र(IT),विवर(PH)']"
exponent,"['घातांक(MA),चरघातांक(CH),घातांक(PH)']"
activation,"['सक्रियण(BT),सक्रियण(IT),सक्रियण(PH)']"
conductivity,['चालकता(PH)']
unstable,['अस्थायी(MA)']
dropping,['पातन(PH)']
chance,"['संयोग(MK),संयोग(PH)']"
standard,"['मानक(CH),मानक(IT),मानक(PH)']"
environment,"['पर्यावरण(CH),परिवेश(IT)']"
conducting,['चालक(PH)']
graded,['प्रवणित(PH)']
mapping,['प्रतिचित्रण(IT)']
contrast,"['विपर्यास(CH),विपर्यास(IT),विपर्यास(PH)']"
stabilizer,['स्थायीकारी(PH)']
supply,['संभरण पूर्ति(PH)']
lengthening,"['लंबाईवर्धन(CH),दीर्घन(PH)']"
ring,['वलय(MA)']
coolant,['शीतक(PH)']
enter,['प्रवेश(IT)']
boiling,['क्वथन(PH)']
parallel,"['समांतर(CH),समांतर(PH)']"
interface,"['अंतरपृष्ठ(MA),अंतरापृष्ठ(CH),1.अंतराफलक(IT),अंतरापृष्ठ(PH)']"
intersect,"['प्रतिच्छेद(IT),प्रतिच्छेद(IT)']"
transverse,"['अनुप्रस्थ(MA),अनुप्रस्थ(PH)']"
bow,['धनु(PH)']
cloud,['मेघ(PH)']
coupling,['युग्मन(PH)']
model,['1.मॉडल(IT)']
calibrate,['अंशशोधन(PH)']
tool,['1.औजार(IT)']
code,"['1.कूट(IT),कोड(PH)']"
fabrication,['संविरचन(CH)']
rule,['नियम(PH)']
hemispherical,['अर्धगोल(MA)']
bucket,['1.बाल्टी(IT)']
hydraulic,"['1. द्रवचालित 2. द्रवीय 3. जलदृढ़ई(CH),द्रवचालित(PH)']"
dip,"['1. नमन(CH),नमन(PH)']"
intensity,"['तीव्रता(CH),तीव्रता(PH)']"
transpiration,['वाष्पोत्सर्जन(PH)']
contact,['संस्पर्श(PH)']
precise,['प्रतथ(PH)']
bending,['बंकन(PH)']
rigidity,['दृढ़ता(PH)']
iteration,"['पुनरावृत्ति(MA),पुनरावृत्ति(PH)']"
rotary,"['घूर्णी(CH),घूर्णी(PH)']"
distinct,['भिन्न(PH)']
asymmetric,['असम्मित(IT)']
slide,['1. सर्पण 2. स्खलन 3. स्लाइड(CH)']
analog,['1. अनुरुप (IT)']
signature,['1.हस्ताक्षर(IT)']
alloy,"['मिश्रातु (सं.)(CH),मिश्रातु (सं.)(PH)']"
transportation,['1.परिवहन(IT)']
distillation,['आसवन(CH)']
flash,"['स्फुर(CH),आकस्मिक प्रवाह (PH)']"
viscosity,"['श्यानता(MA),श्यानता(PH)']"
molar,['ग्राम अणुक(PH)']
radical,"['करणी(MA),मूलक(CH)']"
mine,['खान (सं.)(CH)']
count,"['गणना(IT),गिनती(PH)']"
complement,"['पूरक(BT),पूरक(CH)']"
quadratic,"['1. वर्ग 2. द्विघात(MA),1. विघात 2. द्विसमलंबाक्ष(CH),द्विघात(PH)']"
symbol,"['प्रतीक(MA),प्रतीक(CH)']"
condense,['संघनित करना (PH)']
convergence,"['अभिसरण(IT),अभिसरण(PH)']"
program,['1.क्रमादेश(IT)']
constraint,"['व्यवरोध(MA),व्यवरोध(CH),प्रतिबंधित(IT),व्यवरोध(PH)']"
multiplier,"['गुणक(MA),गुणक(PH)']"
relaxation,['विश्रांति(PH)']
frozen,['1. बद्धवत 2. हिमशीतित(CH)']
summation,"['संकलन(MA),संकलन(CH)']"
equality,"['समता(MA),1. समता 2. समिका(CH),समता(PH)']"
endothermic,"['ऊष्माशोषी(CH),ऊष्माशोषी (PH)']"
alcohol,['ऐल्कोहॉल(CH)']
aeration,"['1.वातन (BT),वायु वातन(CH)']"
distinguish,['विभेदन(PH)']
rigid,['दृढ़(PH)']
engineered,['अभियांत्रित(BT)']
intense,['तीव्र(PH)']
agent,['कर्मक(IT)']
incorporation,['समावेशन(BT)']
binder,['बंधक(CH)']
slurry,['कर्दम(CH)']
heterogeneity,['विषमांगता(CH)']
particle,"['कण(MA),कण(PH)']"
curing,['संसाधन(CH)']
binding,['बंधन(PH)']
visible,['दृश्य(PH)']
smoke,['धूम(CH)']
moisture,['नमी(PH)']
initiation,['प्रारंभन(BT)']
grade,"['श्रेणी(CH),श्रेणी(PH)']"
melt,"['गलित (सं.)(CH),गलित (सं.)(PH)']"
interior,"['अभ्यंतर(MA),अभ्यंतर(PH)']"
residual,"['अवशिष्ट(CH),अवशिष्ट(PH)']"
ingredient,['रचक(CH)']
formula,"['सूत्र(MA),सूत्र(CH),सूत्र(PH)']"
rational,"['परिमेय(MA),परिमेय(PH)']"
valency,['संयोजकता(PH)']
yield,"['1. उत्पाद(MA),प्राप्ति(CH),१.उत्पाद(PH)']"
deflagration,['उदहन(CH)']
substance,['पदार्थ(CH)']
reactivity,['अपक्रांतिकता(PH)']
chain,['श्रृंखला(IT)']
polymerization,['बहुलकन(BT)']
self,['स्वतः(PH)']
extrusion,['उत्सारण(CH)']
solvent,['विलायक(CH)']
coherent,"['संबद्ध(CH),संबद्ध(PH)']"
cord,['जीवा(IT)']
processing,"['प्रक्रमण(MA),प्रक्रमण; संसाधन(CH),प्रक्रमण(IT),प्रक्रमण(PH)']"
dispersion,"['1. परिक्षेपण 2. प्रकीर्णन(MA),परिक्षेपण(CH),परिक्षेपण (PH)']"
matrix,"['1.मैट्रिक्स(IT),आव्यूह(PH)']"
minute,['कला(PH)']
packing,['चित्रांश संकुलन(PH)']
coarse,"['1. स्थूल मोटा 2. घटिया 3. अपरिष्कृत(CH),स्थूल(PH)']"
batch,"['1. घान 2. गण(CH),1. बैच (IT)']"
automation,"['1. स्वचालन 2. स्वचालित यंत्र(CH),स्वचालन(IT),स्वचालन(PH)']"
uniformity,"['1. एकसमानता 2. परिवेशक(MA),एकसमानता(PH)']"
dispersed,['परिक्षेपित(PH)']
insulator,['रोधी(PH)']
web,['वेब(IT)']
dissipation,['क्षय(CH)']
bond,"['1. आबंध 2. बंधपत्र (CH),बंधक(PH)']"
bonding,['आबंधक(PH)']
family,['1. कुटुंब(MA)']
plastic,"['सुघटय(MA),सुघट्य(PH)']"
synthetic,['कृत्रिम(PH)']
inorganic,['1. अकार्बनिक 2. अजैव(CH)']
antimony,['ऐन्टिमनी(CH)']
erosion,['अपरदन(CH)']
patent,['पेटेन्ट(BT)']
parent,['1.मूल(IT)']
gamma,['विपर्यासांक(PH)']
ray,"['1. रश्मि(MA),रश्मि(PH)']"
neutron,['न्यूट्रॉन(PH)']
optical,['चाक्षुषीय(PH)']
certainty,['निश्चितता(MA)']
x-ray,['ऐक्सकिरण(PH)']
acquired,['उपार्जित(CH)']
charge,"['1. आवेश 2. घान 3. प्रभार 4. आरोप(CH),आवेश(PH)']"
steel,"['इस्पात(CH),इस्पात(PH)']"
beam,"['1. दंड 2. बीम 3. धरन 4. किरणपुंज(CH),किरण पुंज(IT),दंड(PH)']"
cable,['समुद्री तार(PH)']
discontinuity,"['1. असांतत्य 2. असातत्य 3. भंग(MA),असातत्य (PH)']"
heating,['तापन(PH)']
image,"['प्रतिबिंब(IT),प्रतिबिम्ब(PH)']"
graphic,['आलेखी(MA)']
resin,['राल(CH)']
stress,"['प्रतिबल(MA),प्रतिबल(CH),प्रतिबल(PH)']"
strain,"['1. विकृति 2. प्रभेद 3. छनना (क्रि.)(CH),वितति(PH)']"
deformation,"['विकृति(CH),विकृति (PH)']"
elastic,"['प्रत्यास्थ(MA),प्रत्यास्थ(PH)']"
ultimate,['चरम(PH)']
emergence,['निर्गमन(CH)']
laser,"['लेसर(IT),लेसर(PH)']"
apparatus,"['उपकरण(CH),उपकरण(PH)']"
evaluate,['मूल्य निकालना(MA)']
kinetics,['बलगति विज्ञान(MA)']
deviation,"['अपसरण(MA),अपसरण(CH),अपसरण(PH)']"
subset,['उपसमुच्चय(MA)']
embedded,"['अंतःस्थापित(CH),अंत:स्थापित(PH)']"
signal,"['संकेत(IT),संकेत(PH)']"
transparent,['पारदर्शी(PH)']
window,"['1.विंडो(IT),१.गवाक्ष २.भ्रामिका(PH)']"
scatter,['प्रकीर्ण(PH)']
threshold,['देहली(PH)']
correlation,"['सहसंबंध(MA),सहसंबंध(PH)']"
particulate,['कणिका(CH)']
sulphur,['गंधक(CH)']
primer,"['उपक्रामक(BT),प्रारम्भक(PH)']"
mercuric,['पारदिक(PH)']
category,"['संवर्ग(MK),संवर्ग(CH)']"
deposition,['निक्षेपण(CH)']
storability,['भंडारणीयता(IT)']
instant,"['क्षण(MA),क्षण(PH)']"
gram,"['ग्राम(MA),चना (PH)']"
spraying,['फुहारन(CH)']
nor,"['नॉर(IT),अथवा पूरक(PH)']"
diffuse,['विसरित(PH)']
insignificant,['नगण्य(PH)']
asymptotic,"['उपगामी(MA),उपगामी(PH)']"
reactant,['अभिक्रियक(CH)']
bimolecular,"['द्विआण्विक(CH),द्वि-अणुक(PH)']"
oxidant,['ऑक्सीकारकों(CH)']
dark,"['1. अदीप्त अंधेरा तम 2. गहरा (वि.)(CH),अदीप्त(PH)']"
super,['अति(PH)']
sandwich,['सैंडविच(PH)']
activity,['सक्रियता(PH)']
capillary,"['केशिका(CH),केशिका(PH)']"
pore,['रंध्र(BT)']
accumulation,"['संचय(CH),संचय(PH)']"
photovoltaic,['प्रकाश-वोल्टीय(PH)']
picture,['चित्र(PH)']
experiment,"['प्रयोग(MA),प्रयोग(PH)']"
restart,"['1.पुन: प्रवर्तन(IT),पुनः प्रारम्भ(PH)']"
closure,"['1. निमीलन(MA),संवरण(IT)']"
micron,['माइक्रॉन(PH)']
discharge,"['विसर्जन(CH), विसर्जन (PH)']"
perturbation,"['क्षोभ(MA),क्षोभ(CH),क्षोभ(PH)']"
indirect,['परोक्ष(PH)']
filling,['भराव(PH)']
humidity,['आर्द्रता(PH)']
momentary,['क्षणिक(PH)']
plotting,"['आलेखन(MA),आलेखन(PH)']"
infinity,"['अनंत(MA),अनंत(PH)']"
progressive,['प्रगामी(PH)']
guidance,['निर्देशन(PH)']
wrinkling,['वलीयन(CH)']
wheel,['1.चक्र(IT)']
perimeter,"['परिमाप(MA),परिमाप(CH),परिमाप(PH)']"
fold,"['1. वलन 2. बाड़आ(CH),वलन (PH)']"
star,['तारा(PH)']
spherical,"['वृत्तकार(CH),वृत्तकार(PH)']"
circle,"['वृत्त(MK),वृत्त*(MA)']"
