English,Hindi
hoot,उल्लू की बोली;धतकर
hop,कूद;फांद;उछाल
hope,आशा;आसरा;विश्वास;आश्वसन
hopeful,आशान्वित;आशापूर्ण;आशाजनक
hopeless,निराश;आशाहीन;ना उम्मीद;हताश
hopelessness,नैराश्य;ना उम्मीदी;लाचारी
hopper,कुदक्कड;फुदकने वाला कीडा
horde,फिरने वाले लोग;दल;गिरोह
horizon,क्षितिज;आकाश का घेरा;आकाशवृत
horizontal,क्षैतिज;आकाशवृत के समानांतर
horn,सींग;श्रुंग;कीडे की भूंक
hornet,लखेरी;वर्र
horny,सींग का;सींग संबन्धी
horrendous,जन्म कुण्डली;जन्म पत्री
horrible,भयानक;भयंकर;डरावना;भीषण
horrid,भयानक;भयंकर;डरावना;भीषण
horrify,डराना;भयभीत करना
horror,कंपकंपी;बडा डर;भय;त्रास
horse,घोडा;अश्व;तुरग;रिसाला;सवार
horseman,घुडसवार;घुडचढा;सवार;अश्वारोह
horsepower,हर्सपावर;अश्वबल
horticulture,बाग बानी;उद्यान विद्या
hose,पैतावा;मोजा;जांघिया
hosiery,मोजे इत्यादि
hospitable,मेहमाननवाज
hospital,अस्पताल;औषधालय;चिकित्सालय
hospitality,मेहमानदारी;अतिथि सेवा
host,मेहमानदारी करनेवाला;भोजनदायी
hostage,बन्धक;शरीरबन्धक
hostel,छात्रालय;छात्रावास
hostess,मेहमानदारिन
hostile,विपरीत;विरोधी;प्रतिकूल
hostility,वैर;विरोध;शत्रुता;लाग झगडा
hot,गर्म;तप्त;ऊष्ण;तेज;उत्सुक
hotbed,क्यारी
hotel,होटल;सराय
hound,शिकरी कुत्ता;ललकारना;हुलकारना
hour,घंटा;घडी
hourglass,बालू घडी;रेत घडी
hourly,हर घंटा;घडी घडी;बहुधा
hours,घंटे
house,गृह;भवन;घर;महल;घराना;वंश;कुल
household,गृहस्थी का;परिवार संबन्धी
housekeeper,गृहस्थ;मकानदार;घरबारी
housewife,घर वाली;गृहिणी;मकान की मालकिन
housing,घर;शरण;जीन पोश;घोडे का साज
hover,मडराना;पर मारना;आस पास फिरना
however,तथापि;फिर भी;तो भी;यद्यपि
howl,भौ भौं
hub,पहिये की नाह
hubbub,बलवा;शोरगुल;हुलिपाडा;गौगा
huckster,बिसाती;फेरी वाला
huddle,भीड;घाल मेल;जमघटा;झुण्ड
hue,रंग;चिल्लाहट;हांक;पुकार
huff,ताव;क्रोध;फुलाना;क्रोधित करना
huffy,क्रोधी;क्रोधन शील;दुःशील
hug,आलिंगन;गोद;दाव;चिपट
huge,बडा भारी;बहुत बडा;बृहत;विशाल
hull,छिलका;बक्कल
hum,भिनभिनाहट;गुनगुनाहट;गुनगुनाना
human,मनुष्य का;मानवीय;मानुषिक
humane,दयालु;कृपालु;कोमल स्वभाव का
humanely,कृपा पूर्वक;दयालुता से
humanism,मनुष्य का स्वभाव;मनुष्यत्व
humanity,मनुष्य जाति;दया
humble,नम्र;सदा;अभिमानरहित;विनीत;दीन
humbly,दीनता से;अधीनता से
humbug,धोखा;छल;गड बड;मकर;पाखण्ड
humdrum,मन्द;सुस्त;मूर्ख;मूढ;सिडी
humid,गीला;सर्द;तर;नम
humidity,सील;तरी;गीलापन;नमी
humiliate,नीचा करना;दबाना
humiliation,दीनता;दर्पमर्दन;मानहानि
humility,नम्रता;दीनता;अगर्व
humorist,परिहास शील मनुष्य;ठठोलिया
humorous,मनमौजी;दिल्लगी बाज;हंसोडा
humour,तरी;आर्द्रता;बलगम;जल;रस
hump,कूबड;कुबडा
hunch,उभाड;सूजन;फूलन;गांठ;कूबड
hundred,सौ;सैकडा;शत
hundredth,सौवां;शतांश
hunger,भूख;क्षुधा;प्रबल आकांक्षा
hungrily,भूख से;बेसब्री से
hungry,भूखा;क्षुधा पीडित;खाऊ;लालची
hunt,शिकार;अहेर;मृगया;आखेट;पीछा
hunter,शिकारी;आखेटक
hunting,शिकार खेलना;मृगया
huntsman,शिकारी;व्याध
hurdle,बाधा;टट्टी;टट्टर;बाधा डालना
hurl,उछालना;फेंकना
hurrah,वाह वाह;जय जय;शाबाश
hurricane,अंधड;बडी भारी आंधी;तूफान
hurriedly,जळी से;शीघ्रता से
hurry,शीघ्रता;जळी;तेजी;जळी करना;ना
hurt,चोट;घाव;नुकसान;हानि;दुःख देना
hurtful,नुकसान पहुंचानेवाला;हानिकारक
hurtle,टकराना;धक्का लगाना;जळी चलना
husband,पति;भर्ता;स्वामी;नाथ
husbandry,गृहस्थी;अल्पव्यय;किसानी;खेती
hush,चुप;चुप चाप;शांत;खामोश;चुप्पी
husk,छिलका;छाल;वक्कल;कूटना;पछोरना
husky,भूसी भरी हुई;सूखा;शुष्क;रूखा
hustle,ढकेलना;धक्का देना
hut,झोंपडी;कुटी
hutch,सन्दूक;पिञ्जरा;परात;लगन
hybrid,वर्णसंकर;निज
hydra,जलव्याल
hydraulic,जलप्रेरित
hydraulics,पन चाला;उदकगति विद्या
hydrogen,हाइड्रोजन;जलजनक वायु
hydrologist,जलविज्ञानी;जलतत्वज्ञ
hydrology,जलतत्वज्ञान;जलविज्ञान
hygiene,स्वास्थ्य विज्ञान
hymn,भजन;स्तुति का गीत
hyperbole,अतिशयोक्ति
hyperbolic,अतिशयोक्तिपूर्ण
hyphen,हाइफन
hypnosis,सम्मोहन
hypnotize,सम्मोहित करना
hypocrisy,बनावट;कपट;पाखण्ड;ढोंग;छल;मिस
hypocrite,ढोंगी;कपटी;पाखण्डी
hypocritical,ढोंगी;कपटी;पाखण्डी;छली
hypothesis,अनुमान;परिकल्पना;अटकल
hypothetical,माना हुआ;कल्पित
hysteria,हिस्टीरिया
hysteric,हिस्टीरिया
hysterics,हिस्टीरिया
ice,हिम;बरफ
iceberg,हिमपर्वत
icing,पाग;मिठाई
icon,मूर्ति;प्रतिरूप
icy,बर्फीला
idea,विचार;भाव;मत;ख्याल;समझ;कल्पना
ideal,आदर्शस्वरूप;कल्पित;काल्पनिक
idealism,माया वाद;बाह्य शून्य वाद
idealist,विज्ञान वादी
identical,वैसा ही;वही;एक ही;एक रूप
identify,पहचानना;वही करना;तुल्य करना
identity,पहचान;समानता;सरूपता
idiom,मुहावरा;बोल चाल;बोली का ढंग
idiosyncracy,विशेषता;विशिष्टता;विशेषभाव
idiot,मूर्ख;जन्म का पागल;सिडी
idle,बेकार;निरुद्योग;आलसी
idleness,सुस्ती;आलस्य;बेकारी
idly,व्यर्थ में;सुस्ती से
idol,मूर्ति;प्रतिमा;प्यारा
idolize,पूजना;अति प्रेम करना
ignite,आग लगना;जलना;सुलगना;आग लगाना
ignorance,अज्ञानता;नादानी;अनाडीपन
ignorant,अज्ञानी;मूर्ख;निपढ;अनजान
ignore,ध्यान न देना;न मानना
ilk,वही एक
ill,बुरा;बीमार;रोगग्रस्त;अनुचित
illegal,अवैध;शास्त्र विरुद्ध
illegible,अस्पष्टाक्षर
illegitimacy,जारजपन;कम असली;दोगलापन
illegitimate,जारज;कम असल;दोगला
illicit,शास्त्र विरुद्ध;अनुचित
illiterate,अनपढ;मूढ;निरक्षर;निपढ
illness,बीमारी
illogical,अतथर्किक;न्याय विरुद्ध
illuminate,ज्योति मय करना;रोशन करना
illumination,जगमगाहट;रोशनी;उजाला;प्रकाश
illusion,धोखा;झांसा;छल;माया;भ्रम जाल
illustrate,समझाना;व्याख्याकरना
illustration,वर्णन;बयान;दृष्टान्त;मिसाल
illustrative,उदाहरण रूप;व्याख्या रूप
illustrious,प्रसिद्ध;नामवर;उत्कृष्ट
image,छाया;मूर्ति;प्रतिमा;प्रतिबिंब
imaginary,कल्पित;कल्पनिक;ख्याली;मानसिक
imagination,कल्पना;भावना;कल्पना शक्ति
imagine,सोचना;विचारना;अनुमान करना
imbroglio,झंझट;झमेला
imbue,पीलाना
imitate,मेल मिलाना;अनुकरण करना
imitation,अनुकरण;नकल;उतार;प्रतिरूप;मेल
imitator,अनुकरणकारी;नकल करने वाला
immaterial,तुच्छ;अनावश्यक;अदना;आत्मिक
immature,कच्चा;अधूरा;समय से पहले
immeasurable,अथाह;अगाध;विशाल;बे हद्द
immediate,अनंतर;बिना बीच का;अव्यवहित
immediately,अभी;तुरंत;फौरन;इसी घडी;शीघ्र
immense,अपरिमित;अमित;बे हद्द;बहुत बडा
immensely,अत्यन्त;बे हद्द;बहुत
immerse,डुबाना;खूब भिड जाना;लगा देना
immersed,डुबा देना;डूबा हुआ;बूडा हुआ
immersion,गोता;निमज्जन;मग्नता;डूब
immigrant,परदेशी
immigration,परदेश वास;प्रवास
imminent,निकट का;पास का;आने वाला
immobile,अचल;दृढ;स्थावर
immoral,दुश्चरित्र;दुराचारी;बुरा
immorality,दुराचार;पाप;कुकर्म;बुराई
immortal,अमर;अमिट;अविनाशी;अनश्वर
immortality,अमरता;अनश्वरता;चिरस्थायित्व
immortalize,अमर करना;अचल करना
immovable,अचल;अटल;दृढ;स्थिर;अमिट;कठोर
immune,मुक्त;निरापदीय;अधिकार प्राप्त
immunity,मुक्ति;अधिकार;स्वाधीनता
immutable,अचल;स्थिर;अपरिवर्तनशील
impact,टक्कर;धक्का;कसकर जोडना
impale,कटहरा लगाना;सूली पर चढाना
impart,देना;सुझाना;प्रकट करना;बतलाना
impartial,निष्पक्ष;न्यायी;मुनसिफ;सच्चा
impartiality,अपक्षपात;इन्साफ;न्याय
impassable,अगम्य
impasse,बन्द रास्ता;गतिरोध
impassive,सुख दुःख रहित;क्लेश हीन
impatience,बेचैनी;उतावलापन;अधीरता
impatient,बेचैन;उतावला;अधीर;असहिष्णु
impeach,अपराध लगाना;नालिश करना
impeachment,जवाबतलब करना;अभिशंसन;अभियोग
impede,रोकना;अटकाना;विघ्न डालना
impediment,रोक टोक;अटकाव;बाधा;विघ्न
impel,ठेलना;रेलना;ढकेलना
impend,ऊपर लटकना;निकट होना;आ जाना
impending,सिरपर का;निकट का;उपस्थित
impenetrable,अगम्य;अथाह;बेगुजर;अभेद्य
imperative,जरूरी;आज्ञा सूचक;अवश्य
imperceptible,अदृश्य;अगोचर
imperfect,अपूर्ण;दोष युक्त;अधूरा;कच्चा
imperfection,अधूरापन;त्रुटि;दोष;कमी
imperial,सम्राट सम्बन्धी
imperialism,सार्वभौम अधिकार
imperialist,साम्राज्यवादी
imperil,खतरे में डालना
imperious,घमण्डी;अभिमानी;धृष्ट;आज्ञापक
impersonal,भाव वाचक;अकर्तृ वाच्य
impersonate,भेष बनाना
impervious,अगम्य;अभेद्य;अप्रवेशनीय
impetuous,क्रोधी;जोरदार;तेज;प्रचण्ड
impetus,वेग;गतिशक्ति;बल;आवेग;प्रेरणा
impinge,ऊपर गिराना;लगाना;टकराना
implacable,अतोषणीय;कठोर;तंग दिल;निर्दयी
implant,गाडना;जमाना;कलम लगाना
implantation,जमावट;कलम लगाना;लगावट
implement,हथियार;औजार;शास्त्र;सामान
implicate,फंसाना;पेच में डालना
implication,फसाव;लगाव;अनुमान;अर्थ
implicit,अन्तर्निहित;विवक्षित;अव्यक्त
implicitly,अनुमान से;निःसन्देह
implore,विनती करना;प्रार्थना करना
imply,से परिणाम निकालना;लपेटना
impolite,असभ्य;गंवार;बेजा;रूखा;अशिष्ट
import,बाहर से लाना;आयात करना
importance,महत्व;प्रभाव;आवश्यकता;गौरव
important,महत्वपूर्ण;बडा भारी;आवश्यक
importation,बाहर से लाना
importer,भरती करने वाला
impose,ऊपर रखना;जिम्मा करना;लगाना
imposing,प्रभाव डालने वाला;गुणकारी
imposition,लगाना;रखना;आरोपण;आशा;धोखा
impossibility,असम्भवता;असम्भावना
impossible,असम्भव;नामुमकिन;अनहोनी;असाध्य
impostor,धोखा देने वाला;ठग;पाखंडी
impotence,दुर्बलता;कमजोरी;पुरुषत्वहीनता
impotent,दुर्बल;कमजोर;पुरुषत्वहीन
impound,बन्द करना;घेरना;जब्त करना
impoverish,निर्धन करना;गरीब करना
impoverishment,दरिद्रता;निर्धनता;मुफलिसी
impractical,असाध्य;असम्भव;कल्पित
impregnable,अजेय
impregnate,गाभिन करना;गर्भिणी करना;भरना
impress,मुहर;छाप;चिह्न;मुहर करना
impression,चिह्न;ठप्पा;छाप;प्रभार;असर
impressive,प्रभावशाली;कारगर;गुणकारी
imprint,छाप;चिह्न
imprison,कैद करना;बन्द करना
imprisonment,कैद;बन्धुआई;काराबन्धन;कारावास
improbable,असम्भव;विचार से परे;असम्भाव्य
improper,अनुचित;बेजा;अशुद्ध;अनुपयुक्त
impropriety,अयोग्यता;लुच्चापन;अनुचित काम
improve,सुधारना;उन्नति करना
improvement,वृद्धि;बढती;उन्नति;सुधार
improvise,एकाएक प्रस्तुत करना
imprudent,बेपरवाह;निर्विवेक;असावधान
impugn,खण्डन करना;काटना;रद्द करना
impulse,प्रेरणा;धक्का;कारण;चाल
impulsive,प्रेरक;प्रवर्तक;प्रोत्साहक
impunity,दण्ड से मुक्ति;दंडाभाव;अपीडा
impure,अपवित्र;मैला;अशुद्ध;गन्दा
impurity,अपवित्रता;मैलापन;गन्दगी
inability,अयोग्यता;असामर्थ्य;अक्षमता
inaccessible,पहुंच से बाहर;औघट;दुर्लभ
inaccuracy,भूल;गलती;चूक;अशुद्धि
inaccurate,गलत;अशुद्ध;अयथार्थ
inaction,अनुद्योग;बेकार;सुस्ती;आराम
inactive,निरुद्यम;बेकार;सुस्त;आलसी
inactivity,बेकारी;सुस्ती;आलसी;आराम
inadequacy,अयोग्यता;अपर्याप्तता
inadequate,अयोग्य;अपर्याप्त;थोडा;अपूर्ण
inadmissible,अग्रहण
inadvertent,बेखबर;बेपरवाह;असावधान
inane,खाली;बेकार;छूंछा
inanimate,बेजान;निर्जीव;मृत
inappropriate,अयोग्य;अनुपयुक्त;बेठीक;बेमेल
inattention,बेपरवाही;बेखबरी;असावधानी
inattentive,बेपरवाह;बेखबर;गाफिल;असावधान
inaudible,अश्राव्य
inaugurate,गद्दी पर बैठाना;तिलक करना
inauguration,टीका;तिलक;अभिषेक
inauspicious,अशुभ;अमंगलकारी;मनहूस
inborn,जन्म से;स्वाभाविक;अंतर्भव
inbred,जन्म से;स्वाभाविक;अंतर्भव
incalculable,बेहिसाब;अनगिनत;असंख्य
incapable,निर्बल;हेट;कम;अनाडी;अयोग्य
incapacitate,अयोग्य करना;बेबस करना
incarcerate,बन्द करना;कैद करना
incarnate,अवतार;अवतार लिया हुआ;सशरीर
incarnation,देह धारण;अवतार
incendiary,राजविद्रोही;भडकाने वाला
incense,महक;सुगन्ध;धूप;कुपित करना
incentive,बढावा देने वाला
inception,आरम्भ;शुरू;सूत्रपात्र
incessant,लगातार;अनवरत;बराबर
incessantly,लगातार;बराबर;नित्य;झडाझड
inch,इञ्च
incidence,गिरने का ढंग;गिराव;भार
incident,संयोग;घटना;बात
incidental,आकस्मिक;प्रासंगिक
incinerate,जलना;भस्म करना;राख करना
incineration,कुश्ता बनाना
incinerator,जलाने वाला;भट्टी
incipient,शुरू का;आरम्भ का;पहले का
incision,काट;घाव;जख्म
incite,उकसाना;उभाडना;उठाना
incitement,बढावा;उकसा;लालच;कारण;प्रलोभन
inclement,कठोर;निर्दयी;कडा;रूखा;तूफाना
inclination,झुकाव;रूखा;इच्छा;रुचि;चाह
incline,झुकाना;मेल रखना;झुखना
include,सम्मिलित करना;धारण करना;रखना
inclusive,मिलाकर;संयुक्त;सम्मिलित
incognito,गुप्त;अप्रकट;छिपा;पोशीदा
incoherent,असंबद्ध;बेजोड;बेमेल;ढीला
income,आमदनी;आय;प्राप्ति;लाभ;मुनाफा
incomparable,अतुल्य;अनुपम;उत्तम;अनोखा;अनूप
incompatible,अयोग्य;बेमेल;असंगत
incompetent,अयोग्य;असमर्थ;अपूर्ण;अप्रचुर
incomplete,खण्डित;अपूर्ण;अप्रचुर
incomprehensible,अबोध्य;अचिंत्य
inconceivable,अचिंत्य;समझ से बाहर
inconclusive,अनिर्णायक;अधूरा
inconsistency,असंगत;अयोग्यता;विरुद्धवा
inconsistent,अयोग्य;नामुनासिब;विरुद्ध
inconspicuous,छिपा हुआ;अप्रसिद्ध;अप्रत्यक्ष
incontinence,असंयम;कुसंयम;व्यभिचार
incontinent,असंयमी;असंयत;व्यभिचारी
incontrovertible,निर्विवाद
inconvenience,अयोग्यता;असुविधा;दुःख;पीडा
inconvenient,अयोग्य;असुखकर;दुःखदाई;बेढब
incorporate,मिला;मिश्रित;संयुक्त
incorporation,मेल;संयोग;मण्डली;समाज
incorrect,अशुद्ध;गलत
increase,बढती;बढाव;वृद्धि;उत्पत्ति;लाभ
incredible,अविश्वसनीय;अविश्वास्य
incredulous,अविश्वासी;शक्की
increment,बढती;वृद्धि
incriminate,इलजाम लगाना;दोषी ठहराना
incubation,अंडे सेना
incumbency,सहारा;भरोसा;पदग्रहण
incumbent,सहारा लिये हुए;अवश्य;उचित
incur,पडना;उठाना;ऊपर लेना
incurable,असाध्य;निरुपाय
indebted,ऐहसानमन्द;देनदार;ऋणी;कृतज्ञ
indecency,निर्लज्जता;अश्लीलता;धृष्टता
indecent,निर्लज्ज;अश्लील;धृष्ट;ढीठा
indecisive,अनिश्चित;सन्दिग्ध;अस्थिरमति
indeed,सचमुच;यथार्थ में;वास्तव में
indefatigable,अथक;बे थकावट;परिश्रमी;अश्रांत
indefensible,अरक्षणीय;बे बचाव
indefinite,असीम;अनियमित;अनिश्चित
indelible,अमेट;पक्का
indemnify,सुरक्षित रखना;टोटा भरना
indemnity,हान से रक्षा;जमानत;हर्जाना
independence,स्वतन्त्रता;अनाधीनता
independent,स्वतन्त्र;अनाधीन;स्वाधीन
indescribable,अवर्णनीय;अकथ्य
indestructible,अविनाशी
indeterminate,अनिश्चित;बेठिकाने
index,चिह्न;निशान
indicate,बताना;दिखाना;प्रकट करना
indication,लक्षण;चिह्न;निशान
indicative,निर्देशक;दिखानेवाला;सूचक
indict,अपराध लगाना;दोष लगाना
indictment,अभियोग
indifference,अपक्षपात;बेतरफदारी;बेपरवाही
indifferent,निष्पक्ष;अपक्षपाती;निरुत्सुक
indigenous,देशी;देशावरी;स्वदेशीय
indigent,निर्धन;दरिद्र;दीन;गरीब
indigestion,अजीर्ण;बदहजमी
indignant,क्रोधी;कुद्ध;रुष्ट;गुस्से में
indignation,रोष
indignity,अपमान;अनादर;तिरस्कार;हलकापन
indigo,नील
indirect,टेढा;पेचदार;बहाने बाज;फेर का
indirectly,तिरछेपन से;हेर फेर से
indiscretion,अविवेक;बुद्धि हीनता
indiscriminate,अविवेकी;अभेदकर;पचमेल
indiscriminately,अन्धाधुन्ध;विवेकहीनता से
indispensable,अत्यावश्यक;अपरित्याज्य
indisputable,निर्विवाद;निश्चय;स्पष्ट
indistinguishable,अविभेद्य;अज्ञे
individual,अकेला;एक;एक संबन्धी;व्यक्तिगत
individuality,पृथकत्व;एकताई;व्यक्तित्व
individually,अलग;न्यारे न्यारे;एक एक
indivisible,अविभाज्य
indomitable,अजय;जो न पले
indoor,अन्दर;भीतर;घरेलू
induce,प्रेरित करना;लाना;उकसाना
inducement,लोभ;लालच;प्रेरणा;प्रलोभन;कारण
induction,आरम्भ;प्रवेशण;फल निकालना
indulge,न रोकना;स्वीकृति देना;मन रखना
indulgence,दुलार;प्यार;क्षमा;खातिरदारी
indulgent,नम्र;दयालु;खातिर करने वाला
industrial,श्रम संबन्धी;शिल्पादि संबन्धी
industrious,मेहनती;परिश्रमी;उद्यमी
industry,मेहनत;परिश्रम;क्रमशीलता;शिल्प
inebriate,मत्त करना;नशवाला करना
ineffective,निष्फल;बेफायदा;अकारथ
ineffectual,निष्प्रभाव;बे असर;निकाम;बेकार
inefficient,अयोग्य;निकम्मा;बेकार;निष्फल
ineligible,अनुचित
ineptitude,अयोग्यता;अनुपयुक्तता;मूर्खता
inequality,नाबराबरी;असमता;ऊंचनीच;अंतर
inequitable,अन्यायी;अधार्मिक;अन्याय संगत
inert,जड;सुस्त;गतिदीन;अचर;आलसी
inertia,आलस्य;काहिली;जडता
inevitable,अवश्य;अनिवार्य
inexact,अशुद्ध;गलत
inexcusable,अक्षम्य
inexhaustible,बेहद्द;अनन्त
inexorable,कठोर;निर्दयी;हठीला;अनमनीय
inexperience,अनुभव शून्यता;अनाडीपन
inexperienced,अदक्ष;अकुशल;अनुभव शून्य;अनाडी
inexplicable,गूढ;अकथ;वर्णन से बाहर
infamous,दुष्ट;बुरा;बदनाम;अयशस्कर
infamy,कलंक;अपयश;बदनामी;अप्रतिष्ठा
infancy,बचपन;लडकपन;किशोरावस्था;बालापन
infant,बच्चा;बालक;लडका;अल्पवयस्क
infantry,पैदल सेना
infatuated,मूढ;बादला
infatuation,विमोह;बेवकूफी;मूर्खता
infection,उडनी बीमारी;बीमारी की छूत
infectious,संचारी;स्पर्शसंचारी
infer,फल निकालना;अनुमान करना
inference,फल;अनुमान;परिणाम
inferior,अप्रधान;छोटा;नीचा;घटिया;ओछा
infertility,ऊसरता;कम पैदावारी;निष्फलता
infest,सताना;पीडा देना;कष्ट देना
infidel,काफिर
infidelity,श्रद्धाहीनता;अभक्ति
infinite,अपरिमित;अनन्त;बेहद;पूरा;अपार
infinitesimal,अति सूक्ष्म;अति सूक्ष्म राशि
infinity,अनन्तता;असीमता;बडी भीड
infirm,रुग्ण;दुर्बल;कमजोर;कच्चा;वोदा
infirmary,अस्पताल;शफाखाना
inflame,प्रज्वलित करना;जलाना;आग लगाना
inflammation,प्रज्वलन;ज्वाला;जलन;शत्रुता
inflammatory,विद्रोहजनक;भडकानेवाला;उत्तेजक
inflate,फुलाना;हवा भरना
inflexible,कडा;पक्का;अमिट
inflict,लगाना;डालना;( दंड) देना;मारना
infliction,प्रणयन;लगाना;दंड देना;मार
influence,प्रभाव;असर;जोर;नाम;दबाव;रोब
influential,प्रभावशाली;प्रबल;प्रतापी
influenza,भारी नजला
influx,अंतः प्रवाह;डालना;जारी होना
inform,बतलाना;जताना;सूचना देना;कहना
informal,अनौपचारिक;रीतिविरुद्ध;अविधिवत
informant,सूचक;भेदिया;समाचार देने वाला
information,खबर;सूचना;समाचार;वार्ता
informer,सूचक;भेदिया;समाचार देने वाला
infraction,उलंघन;टूट;विघ्नता
infringe,तोडना;बाधा डालना;न मानना
infuriate,क्रोधित करना;क्रोध से भरना
infuse,डालना
infusion,डालना;अर्क;मदिरा;जुशांदा;सत
ingenious,चतुर;चालाक;निपुण;प्रवीण;सुघड
ingenuity,चतुरता;चालाकी;सुप्रयोग
ingrain,पक्का रंग रंगना;डुबोना;वोरना
ingredient,सामग्री;मसाला;उपकरण;अंश
inhabit,बसना;रहना
inhabitant,वासी;निवासी;बाशिन्दा
inhale,सांस लेना;खींचना;पीना
inherent,स्वाभाविक;पैदायशी;जन्मी;सहज
inherit,अधिकार पाना
inheritance,दाय भाग;पैतृक धन;उत्तराधिकार
inhibit,रोकना;अटकाना;मना करना;बरजना
inhospitable,सत्कार द्वेषी;असत्कारशील
inhuman,अमानुषिक;कठोर;निर्दयी;बेदर्द
inhumanity,अमानुषिकता;निर्दयता
inimical,विरोधी;दुश्मन;बैरी;उलटा
inimitable,अनुप
initial,आरम्भिक;प्रारम्भिक;पहला
initiate,नूतन;नया;अनभ्यस्त
injection,भीतर डालना;पिचकारी लगाना
injunction,आज्ञा;हुक्म;हुक्मनामा;आदेश
injure,हानि पहुंचाना;कष्ट देना
injurious,अपकारी;हानि पहुंचाने वाला
injury,अत्याचार;चोट;हानि;क्षति;इर्ज
injustice,अन्याय;बेइन्साफी;हानि;अधर्म
ink,स्याही;मशी;रोशनाई
inkling,सैन;आहट
inland,भीतरी;देशी
inlay,जडना;पञ्जीकारी करना
inmate,सहवासी;निवासी;साथ रहने वाला
inn,सराय;धर्मशाला
innate,स्वाभाविक;प्राकृतिक;सहज
inner,भितरी;छिपा हुआ;अंतरीय;अंतरस्थ
innings,बारी;पारी;अनाज जमा करना
innocence,निर्दोषता;निरपराधता;पवित्रता
innocent,निर्दोष;निरपराध;साधु;भला
innovate,नया करना;बदलना;नी राह निकालना
innovation,नी बात;नवीन मार्ग;नूतनव्यवहार
innuendo,इशारा;सैन;वक्रोक्ति;संकेत
innumerable,अनगिनत;बेशुमार;असंख्य;अगण्य
inoculate,कलम लगाना
inoculation,नश्तर या टीका;संचारण
inordinate,क्रम रहित;बेकायदा;अत्यंत
inquest,अनुसन्धान;अन्वेषण;तलाश
inquire,पूछना;दरियाफ्त करना;तलाश करना
inquiry,पूछताछ;प्रश्न;ढूंढ ढांढ
inquisition,जांच;खोज;अदालती पूछ ताछ
inquisitive,जिज्ञासु;अन्वेषणशील;कौतूहली
inroad,चढाई;धावा;आक्रमण
insane,पागल;उन्मादी
insatiable,अतोषणीय
inscribe,लिखना;नक्ष करना;खोदना
inscription,नक्ष;लेख;शिलालेख;उपाधि;पता
inscrutable,अलक्ष्य
insect,कीडामकोडा;बहुत तुच्छ वस्तु
insecure,बेआड;अरक्षित;जोखिम का;क्रच्चा
insecurity,अरक्षा;असुरक्षा;अनिर्विघ्नता
inseparable,अभिन्न
insert,अंतर्गत करना;डाल देना;मिलाना
insertion,निवेशन;प्रवेशन
inside,भीतरी हिस्सा;अभ्यन्तर
insider,अंतरंगी
insidious,छली;धूर्त;धोखेबाज
insight,पूरा ज्ञान;पूरी पहचान
insignia,निशान;पट्टा;चिह्न;चपरास;तमगा
insignificant,लघु;छोटा;क्षुद्र;तुच्छ
insincere,कुटिल;छली;धूर्त;कपटी;झूठा
insinuation,पैठ;इशारा;भेद;चापलूसी;फुसलाहट
insipid,फीका;बेस्वाद;नीरस;बेमजा;सीठा
insist,दृढ रहना;जिद्द करना;हठ करना
insolvency,दिवाला;टाट पलट;ऋणशोधनाक्षमता
insolvent,दिवालिया;ऋणशोधनाक्षम;दरिद्र
insomnia,निद्राभाव
inspect,देखना;भालना;जांचना;परखना
inspection,देखभाल;जांच;परख;निरीक्षण
inspector,इन्स्पेक्टर;जांच करने वाला
inspiration,सांस
inspire,सांस लेना;हृदय में भेजना
instability,अस्थिरता;चञ्चलता
install,बैठाना;संस्थापना करना
installation,गद्दी;संस्थापन;राज तिलक
instalment,अधिकार प्रधान;स्थापना;अंश
instant,आवश्यक;जरूरी;तुरन्त;एकदम
instantaneous,उसी क्षण का;फौरन;तत्क्षण
instantly,फौरन;तत्क्षण;तत्काल;झटपट
instead,बजाय;बदले में;जगह में
instigate,उभारना;भडकाना
instigation,बहकाव;लुभाव
instigator,बहकानेवाला;मन फेरनेवाला
instinct,सहजज्ञान;स्वाभाविक बुद्धि
instinctive,स्वाभाविक;स्वभाव प्रेरित
institute,नियम;रीति;संस्थापन;संस्था
institution,संस्था;व्यवस्था;विधि;कानून
instruct,सिखाना;बतलाना;शिक्षा देना
instruction,शिक्षा;उपदेश
instructions,उपदेश;आज्ञा;हुक्म;आदेश
instructive,समाचार देने वाला;ज्ञान-गर्भ
instructor,अध्यापक;उपदेशक;उस्ताद;गुरु
instrument,हथियार;औजार;कल;लेख;लेखपत्र
instrumental,मददगार;सहायक;साधक;उपकारी
insubordination,अनधीनता;अवशता;अविनय;विद्रोह
insubstantial,मिथ्या;झूठा;काल्पनिक
insufferable,असह्य;घृणायोग्य;न सहने योग्य
insufficient,कम;अपर्याप्त;अयोग्य;अक्षम
insular,द्वीपीय;द्वीप संबंधी;टापू का
insulate,अलग करना;बिलगाना;टापू बनाना
insult,अपमान;अनादर;गाली गलौज;छेड
insurance,बीमा
insurgent,राजद्रोही;बागी;राजविपरीत
insurmountable,अजय;अलङ्घनीय
insurrection,बलवा;विद्रोह;फसाद;विप्लव
intact,अखण्ड;विना बिगडा हुआ;साबित
intangible,अटटोल
integral,समस्त;समूचा;पूरा;पूर्ण
integrate,संपूर्ण करना;पूरा करना;जोडना
integration,अनुकलन
integrity,पूर्णता;अखण्डित्व;सच्चापन
